"strategy_id","management_strategy","patient_risk_category","prob_asymp_to_symp","prob_asymp_to_death","prob_symp_to_hf","prob_symp_to_death","prob_hf_to_death","cost_asymptomatic","cost_symptomatic","cost_heart_failure","cost_death","utility_asymptomatic","utility_symptomatic","utility_heart_failure","utility_death"
11,"Standard Care","Low Risk",0.103662712164223,0.0107092196727172,0.180993514601141,0.031542123821564,0.153942647930235,1523.13487669146,12385.9886595978,37560.6608978564,0,0.909976324834861,0.781034848839045,0.512898037629202,0
12,"Preventive Surgery","Moderate Risk",0.0464163842005655,0.0184982993034646,0.0868034632876515,0.0242991852853447,0.161622419785708,9330.85931118894,14777.7656084792,36515.670395845,0,0.901788792130537,0.724380235327408,0.487265278596897,0
13,"Intensive Monitoring","Moderate Risk",0.0587652691686526,0.0157119315094315,0.174251852072775,0.0365613338863477,0.121179189961404,3646.42033220714,13091.4990381295,30938.6954099968,0,0.94515338599449,0.733960626856424,0.555513078707736,0
14,"Preventive Surgery","Moderate Risk",0.0269514083000831,0.019498372329399,0.0652603481360711,0.0284141813125461,0.162413614820689,7734.53178066243,11884.6830934871,34469.3620241538,0,0.915729473682586,0.74347315672785,0.554193376901094,0
15,"Preventive Surgery","Moderate Risk",0.0464723472762853,0.0155666528176516,0.11839462793665,0.0228563339449465,0.121771709900349,6854.52216932935,12070.979931779,34343.4653479805,0,0.938467806298286,0.774135221121833,0.46141340075992,0
16,"Preventive Surgery","Low Risk",0.0495079200272448,0.018275039747823,0.111841574357823,0.0387426257133484,0.175067954808474,7798.69155213646,14951.0772670084,26377.7478493989,0,0.900837817275897,0.727459526411258,0.457958141178824,0
17,"Intensive Monitoring","Moderate Risk",0.0532959227031097,0.0114548402023502,0.169756500180811,0.0295184175437316,0.148572189323604,3865.46323977456,16903.6261594023,34015.8000285789,0,0.926262726460118,0.767380822519772,0.547668924846221,0
18,"Intensive Monitoring","Moderate Risk",0.075825645364821,0.0107524898229167,0.144092343486845,0.0366080361325294,0.163473567459732,3889.08959043941,13415.8143080273,32712.7599256829,0,0.901393737923354,0.768003727938048,0.565621437644586,0
19,"Standard Care","Low Risk",0.0950289787910879,0.0110982333077118,0.218865812174045,0.027238065218553,0.16312350878492,1638.1859313809,14988.8435585005,47452.701316231,0,0.938548518740572,0.727536655263975,0.482368002086878,0
20,"Standard Care","Low Risk",0.114308987837285,0.0195466659287922,0.228726936387829,0.0368059471761808,0.167411463502795,1930.57247277221,9870.25076675789,36020.52231896,0,0.932828031131066,0.755001778085716,0.451181446539704,0
21,"Intensive Monitoring","Moderate Risk",0.0698302711360157,0.0126064910273999,0.16465033756569,0.0310790570499375,0.181450839154422,3416.23779502191,10592.9460212517,39533.030319967,0,0.937685139523819,0.700515053095296,0.45363336346345,0
22,"Preventive Surgery","Moderate Risk",0.0389796499884687,0.0195336336130276,0.053822315086145,0.0230256567057222,0.160161401666701,7219.86887061602,10585.9279529149,37623.7220701181,0,0.933311984338798,0.758778265863657,0.517575840360951,0
23,"Standard Care","Moderate Risk",0.11040306952782,0.0158901691040955,0.164208767400123,0.0331244163960218,0.160415091626346,2236.91127570232,11170.5772860772,31768.3237603626,0,0.927732324588578,0.771057374309748,0.595312192942947,0
24,"Standard Care","Low Risk",0.0952534558437765,0.0140212174900807,0.194253226136789,0.0286331903142855,0.129279951043427,1894.60976087714,11696.5807098349,37057.8712803315,0,0.919015181332361,0.793336140061729,0.550166128110141,0
25,"Intensive Monitoring","Moderate Risk",0.0503954170783982,0.0162356644426472,0.171497125308961,0.0322149714501575,0.176815354954451,3655.20437597303,13740.3905157858,30498.7609651594,0,0.944283149112016,0.720193438301794,0.479462499346118,0
26,"Standard Care","Low Risk",0.113619795255363,0.0199390151887201,0.188241430278867,0.0355226233415306,0.145936260726303,1503.02812321738,14062.2249062085,41778.8318104721,0,0.93611560377758,0.735571617353708,0.451394469500519,0
27,"Standard Care","Moderate Risk",0.114321145964786,0.0138365650665946,0.17365839718841,0.0274642089102417,0.12518489824608,2802.71879729459,12347.0293448914,31389.9465933214,0,0.940033443807624,0.787338245240972,0.554210585088003,0
28,"Intensive Monitoring","High Risk",0.0638054454699159,0.0159018616750836,0.141671082004905,0.0337757479585707,0.120672306865454,3603.27462995758,8795.18862970315,28252.0075271869,0,0.945889730216004,0.742270164494403,0.505199485423509,0
29,"Intensive Monitoring","Moderate Risk",0.0681421701004729,0.010480191197712,0.178465975895524,0.0304484811285511,0.126488834619522,4429.51535874586,12593.1075923538,33874.6377225938,0,0.94767090214882,0.776882496196777,0.5540386835346,0
30,"Preventive Surgery","High Risk",0.0305159817286767,0.016611287756823,0.0631484234333038,0.0258347759395838,0.177640835214406,7338.44556283755,8451.59394544257,28192.2434371031,0,0.90169500336051,0.798990074708127,0.564821975457016,0
31,"Intensive Monitoring","High Risk",0.0592552476376295,0.0196488265809603,0.111620821226388,0.0381391937937588,0.150182051211596,3444.77544094728,10870.2515383645,39309.3004825949,0,0.937031236151233,0.712063417350873,0.547847820888273,0
32,"Preventive Surgery","High Risk",0.0278828833601438,0.010125318786595,0.0751875989604741,0.0370321613783017,0.146865482199937,7837.65967153522,8402.50246102489,37509.8878297625,0,0.945064856274985,0.727049935865216,0.477115959743969,0
33,"Standard Care","High Risk",0.108499850695953,0.0183026568288915,0.191227004234679,0.0390866611851379,0.15101455193013,2000.72922721063,14404.8562562486,26409.4008736512,0,0.90121306811925,0.795816628774628,0.502408989868127,0
34,"Intensive Monitoring","Moderate Risk",0.0680104628112167,0.0116884320182726,0.113044022414833,0.0386596622411162,0.130023560002446,3895.26574222602,9273.40743425405,35866.1943831032,0,0.93228343144292,0.733693623286672,0.545934679044876,0
35,"Standard Care","High Risk",0.101826346218586,0.0118499802076258,0.215921008004807,0.0330094418441877,0.12988986665383,1732.41982934121,10566.1697421723,36919.7382626211,0,0.932308245904278,0.777850099559873,0.463676132401452,0
36,"Preventive Surgery","Moderate Risk",0.0222446807590313,0.0124660349963233,0.117884447216056,0.0220682984404266,0.193006455544382,7521.41547118679,12264.8486976426,31831.6678434465,0,0.902522607869469,0.770329481502995,0.532661099068355,0
37,"Intensive Monitoring","Low Risk",0.0726252276170999,0.0111244615260512,0.11112304776907,0.0272334449877962,0.150864548590034,3141.44794004071,10184.7354833315,28705.7752680237,0,0.926063361065462,0.7265251503326,0.541393862525001,0
38,"Preventive Surgery","Moderate Risk",0.0329491785727441,0.0133771517267451,0.0545505113014951,0.0251158967847005,0.155456821881235,9740.96495357957,8715.74084028475,36022.2062377163,0,0.917483669007197,0.733795401779935,0.564277890266385,0
39,"Intensive Monitoring","Moderate Risk",0.076959685550537,0.0169248993694782,0.149685722086579,0.0324815007904544,0.148024981543422,3305.92840372322,9252.86601948389,40150.1937407656,0,0.934819758927915,0.779475219896995,0.569022050814237,0
40,"Intensive Monitoring","Moderate Risk",0.0668086911342107,0.0126207330659963,0.12630334360525,0.0328739109542221,0.141303276214749,4079.44631555729,11888.9548020529,32545.2314766864,0,0.907559555431362,0.768995111552067,0.533505164051894,0
41,"Preventive Surgery","Low Risk",0.0209480107738636,0.0181357869761996,0.116160624944605,0.0282783385226503,0.190670867189765,8524.84847387086,10816.472206619,32871.2128818154,0,0.907036122889258,0.787447883444838,0.521230351994745,0
42,"Intensive Monitoring","High Risk",0.0508527954551391,0.0153215174982324,0.17335214337334,0.0347171158529818,0.150652001537383,4189.18538199116,8183.55728771017,39379.9453634282,0,0.917633940221276,0.717850595596246,0.543855446227826,0
43,"Preventive Surgery","High Risk",0.0383264499157667,0.0132480848254636,0.104550445508212,0.032101756837219,0.151908259484917,7661.56771500278,12112.4121801479,43426.5265594723,0,0.914408908237238,0.731472968263552,0.55390600534156,0
44,"Preventive Surgery","Low Risk",0.0384721131366678,0.0139083518530242,0.0991379200015217,0.0303884963877499,0.158152739964426,6991.74245475884,15284.0412705179,32121.8100474746,0,0.92548760662321,0.795853400835767,0.597147311386652,0
45,"Standard Care","High Risk",0.0816716298274696,0.016132542991545,0.189890107698739,0.0366613497026265,0.164659448992461,2169.33095091419,10202.4696642604,42935.7658521743,0,0.941683921648655,0.727724187797867,0.466199265432078,0
46,"Standard Care","High Risk",0.0926387577224523,0.0181725672911853,0.188269023294561,0.0363431979017332,0.132758392766118,2064.93040671015,16610.3761922054,30967.401329854,0,0.907617857633159,0.799306783126667,0.505918452388141,0
47,"Standard Care","Moderate Risk",0.0917693860456347,0.0139755056565627,0.162408013734967,0.0291662132740021,0.185227293949574,1749.52316724557,10669.7417213426,34377.8316180773,0,0.923389451683033,0.766114202491008,0.48716558899032,0
48,"Intensive Monitoring","Moderate Risk",0.0636809791461565,0.0155512842792086,0.114655898883939,0.026142023736611,0.17322478691116,3730.23786321832,11853.3036118474,39901.7093434092,0,0.923991780926008,0.767441265657544,0.47842141832225,0
49,"Intensive Monitoring","Moderate Risk",0.0781706150644459,0.0168292202381417,0.140805778000504,0.0261607086472213,0.172463235203177,2969.64673949324,10986.0687227681,37224.5255809927,0,0.91429452963639,0.792898267600685,0.587264607602265,0
50,"Preventive Surgery","Low Risk",0.036240869294852,0.0123445173585787,0.109944288206752,0.0228993250010535,0.194446319360286,7052.01797141832,13147.249201409,34278.35966049,0,0.911052471096627,0.777930340333842,0.507283284282312,0
51,"Preventive Surgery","Low Risk",0.0395132961194031,0.0141427573189139,0.0804387255827896,0.0338047506986186,0.121767513025552,8221.21697438705,9781.07520326586,39743.3416079416,0,0.901691352762282,0.731499270210043,0.544128933828324,0
52,"Intensive Monitoring","Moderate Risk",0.064607255756855,0.0164500290085562,0.150089795999229,0.0318443041294813,0.195422272812575,3745.41396162988,8528.39542398326,28054.9661189073,0,0.915289339481387,0.775928044039756,0.518771959422156,0
53,"Intensive Monitoring","Moderate Risk",0.069744477244094,0.0154302601213567,0.105437268000096,0.0281010296614841,0.122134017683566,3293.29056643527,13884.5576932376,40701.6643808733,0,0.933610444376245,0.719571078498848,0.494128013891168,0
54,"Standard Care","Low Risk",0.0937165561970323,0.0178380529466085,0.239784501539543,0.0302831839118153,0.167005878016353,2091.35955808246,13159.4051206707,30856.4228323989,0,0.94369425943587,0.777225187490694,0.49332013487583,0
55,"Preventive Surgery","Moderate Risk",0.0449549364903942,0.0112699530809186,0.102722126033623,0.0311082454491407,0.152168843392283,8006.59040884454,9939.91154898985,38219.7166611361,0,0.93309898058651,0.722404706245288,0.570728093048092,0
56,"Preventive Surgery","Low Risk",0.0478396963677369,0.0115300804097205,0.0947050607553683,0.0323012245586142,0.154787829220295,8548.56675264141,9123.9988223313,41456.1331786407,0,0.92163921034662,0.709494721610099,0.507516150700394,0
57,"Intensive Monitoring","Moderate Risk",0.0656953855068423,0.0161443838081323,0.119678741078824,0.0291109439497814,0.169404454864562,4883.85091851689,12218.8625536554,28286.6046074795,0,0.937666718347464,0.780269343871623,0.562341671995819,0
58,"Preventive Surgery","Low Risk",0.0397020711423829,0.0167333161178976,0.112300286726095,0.0211456961650401,0.155973518658429,8065.50439455111,13813.0241080525,35995.4873662292,0,0.939160887873732,0.741601639613509,0.487925327767152,0
59,"Preventive Surgery","Low Risk",0.0373632253799588,0.0155003483872861,0.0740326915564947,0.0389745609648526,0.166475155241787,9664.82525000244,13731.391820739,39779.5973088771,0,0.92333972142078,0.712169776135124,0.547763945383485,0
60,"Standard Care","High Risk",0.0914049387257546,0.0188706007576548,0.171480848407373,0.0371627621958032,0.168754477780312,1809.37165339936,13109.7960405071,32875.1349279041,0,0.902925547154155,0.753695000847802,0.547481840243563,0
61,"Preventive Surgery","Moderate Risk",0.0475542818848044,0.0110531018208712,0.0881352576380596,0.0385119388438761,0.123007579799742,6732.21296303369,12034.2946734556,35173.0307397607,0,0.930818300112151,0.746005416288972,0.553217510855757,0
62,"Standard Care","Moderate Risk",0.102058902215213,0.0184556297771633,0.208627778873779,0.0290634588710964,0.127030539158732,1542.69878907806,11066.0926571801,35492.5825200281,0,0.948274191492237,0.792722768010572,0.51541564251529,0
63,"Intensive Monitoring","High Risk",0.0585920812236145,0.0121843860368244,0.105537973996252,0.0223856105608866,0.174733220543712,3708.28112648,11287.7229046662,20588.8487565109,0,0.911149202485103,0.791239780792967,0.468793375999667,0
64,"Standard Care","Moderate Risk",0.101505171870813,0.0192981242900714,0.153545198496431,0.0235155359329656,0.198967649228871,2325.23364917113,11744.530990326,31710.7589520023,0,0.933192696853075,0.771419709525071,0.464846209832467,0
65,"Standard Care","High Risk",0.0905063822772354,0.0103443410107866,0.223610226158053,0.0265459639253095,0.197236910872161,2105.48589917015,13394.2000996446,42170.4644565744,0,0.918035687936936,0.749768223869614,0.563672259484883,0
66,"Intensive Monitoring","Moderate Risk",0.079895817853976,0.0181021688925102,0.114380633775145,0.0284349021362141,0.17475953374058,3131.18999390191,15163.2402449633,31893.6659825953,0,0.908969825040549,0.744292054325342,0.593667740409728,0
67,"Preventive Surgery","Moderate Risk",0.0227061725128442,0.0106897343252785,0.116413667304441,0.0248793377075344,0.167043403312564,7118.79625663261,14083.5398224466,39950.1165571354,0,0.912834093661513,0.766623083874583,0.558907822659239,0
68,"Preventive Surgery","Moderate Risk",0.0437624366511591,0.0170103068184108,0.0641293815337121,0.0219656972680241,0.189600351918489,8181.18138827892,12843.7856029638,38623.6139901759,0,0.947362357156817,0.75203408964444,0.558536105824169,0
69,"Standard Care","Low Risk",0.0924802006687969,0.0118109835754149,0.247137742047198,0.0232264579925686,0.157655563913286,1969.61136401125,11326.9490562193,33220.4990513708,0,0.907971916475799,0.796345272893086,0.589121610007714,0
70,"Standard Care","Moderate Risk",0.10983878782019,0.0143375664879568,0.165461900644004,0.0308791255066171,0.15660659449175,1907.29065483666,11988.2534665501,33838.2060273551,0,0.914910821220838,0.712008155486546,0.533818195341155,0
71,"Intensive Monitoring","Moderate Risk",0.0527670122706331,0.0108010014775209,0.134266595169902,0.0294299751659855,0.143325019031763,3638.486931123,13256.3719597041,25806.1100596747,0,0.90689991263207,0.771433170232922,0.574094268574845,0
72,"Intensive Monitoring","Moderate Risk",0.0641353170992807,0.0152744062268175,0.160692733973265,0.0337537150504068,0.155442386828363,3887.02142454176,13347.7387021494,25700.1876386391,0,0.927387531811837,0.770831741928123,0.471576388017274,0
73,"Preventive Surgery","Moderate Risk",0.045852481124457,0.0130316972592846,0.079999346123077,0.0316296157334,0.157421814352274,7555.42755337499,11434.2937991991,31700.4046367391,0,0.905341662699357,0.728421900118701,0.52276589430403,0
74,"Standard Care","Moderate Risk",0.0916347425337881,0.015040041662287,0.181126536405645,0.0365871611237526,0.123384633362293,1845.75965659041,13692.1090401804,35440.2031128714,0,0.902379231411032,0.753543023322709,0.590954327210784,0
75,"Intensive Monitoring","Moderate Risk",0.0786140175606124,0.0175463525252417,0.168155744113028,0.0229275535140187,0.147081764414907,3185.67343263011,11744.9920829741,44303.7615832122,0,0.918270186893642,0.766930802958086,0.487330202548765,0
76,"Preventive Surgery","Low Risk",0.0431230111396872,0.0149636593298055,0.0558325993572362,0.0293171810777858,0.188360851537436,7815.00027299737,7969.48784949531,32661.4901136665,0,0.911562359379605,0.791333351004869,0.505351466161665,0
77,"Standard Care","Low Risk",0.106292030485347,0.0146159328753129,0.180243988940492,0.0322110863681883,0.161232888940722,2420.40579741534,12138.737233193,29347.0843718696,0,0.949200547696091,0.773676763242111,0.560266085865442,0
78,"Preventive Surgery","Moderate Risk",0.0260395372612402,0.0196902093640529,0.103377817994915,0.0355478702345863,0.150902686901391,8953.2178963315,13574.2096825052,31615.1149607037,0,0.904137039917987,0.732326551014557,0.588431195472367,0
79,"Intensive Monitoring","Low Risk",0.0745280168321915,0.0156368796550669,0.162014440912753,0.0359427712066099,0.170182981472462,4899.07753840829,12323.0104068304,34314.0140209549,0,0.938084504660219,0.798309257300571,0.51213219424244,0
80,"Standard Care","Low Risk",0.113117574593052,0.0171725148102269,0.165476343105547,0.0282998392311856,0.150645001027733,1959.38501429784,15469.0007781462,39861.058243473,0,0.903349878953304,0.746688588894904,0.53176277896855,0
81,"Intensive Monitoring","Low Risk",0.0752982146735303,0.0136992107890546,0.139247275497764,0.0305249083042145,0.146293778140098,4036.77069991984,14279.5796027463,35370.7767625057,0,0.927331714110915,0.768469516374171,0.50848299684003,0
82,"Intensive Monitoring","High Risk",0.0738508221856318,0.0165530868526548,0.159806135706604,0.0375470812339336,0.137555697672069,5178.07419828651,11848.7986597875,36870.6655315591,0,0.920661573158577,0.736680971225724,0.58207647416275,0
83,"Preventive Surgery","Moderate Risk",0.0249792832555249,0.0157212270027958,0.100956316252705,0.0256421900121495,0.192902072761208,6370.21087908007,8838.36010956176,29260.3277615628,0,0.948618993069977,0.706649551144801,0.526927242754027,0
84,"Standard Care","High Risk",0.101955389687791,0.0131975028035231,0.213563482812606,0.0228270813310519,0.194167911708355,1855.57802394813,8698.99175593197,31688.1963390782,0,0.942762986186426,0.795667201490141,0.563951848167926,0
85,"Intensive Monitoring","Moderate Risk",0.0764235666533932,0.0196579965716228,0.157194677498192,0.0212449795240536,0.193655253071338,3967.66047642141,17413.7129025159,33617.6463473249,0,0.911808697425295,0.790313490643166,0.574131549987942,0
86,"Preventive Surgery","Moderate Risk",0.0235561100463383,0.0154959864821285,0.0824726438918151,0.0251902575418353,0.167311031725258,5840.25101977815,9290.38506831931,32617.236226838,0,0.928873176593333,0.761553830048069,0.591442550125066,0
87,"Preventive Surgery","Low Risk",0.0389583568531089,0.0123462388757616,0.0941759233525954,0.033004711526446,0.144028516057879,8927.06383192955,11554.8425267979,37884.0123203213,0,0.900120217271615,0.781939751747996,0.498945177881978,0
88,"Intensive Monitoring","Low Risk",0.0690030585485511,0.0191132593667135,0.177524388488382,0.0391455384669825,0.166606507487595,3671.36991209798,8655.51493878841,36913.426638166,0,0.921059265104123,0.744508652202785,0.543103761412203,0
89,"Standard Care","Low Risk",0.109922584742308,0.0180583168542944,0.232921018544585,0.02357282275334,0.127885501589626,2233.88670059394,11993.7467168921,38287.7759169848,0,0.910748400806915,0.748215367435478,0.541619558085222,0
90,"Standard Care","High Risk",0.116745892576873,0.0192672389256768,0.236944193136878,0.0214458291465417,0.170245302766562,2116.32262689989,12503.8518928102,36814.0375693939,0,0.939506527723279,0.799349025427364,0.563008376571815,0
91,"Standard Care","Low Risk",0.093135115718469,0.0194315054500476,0.181709321122617,0.0346434967126697,0.194220604524016,2104.91705608584,13590.0776640006,35500.666259827,0,0.949590716022067,0.707278027781285,0.569414576841518,0
92,"Standard Care","Moderate Risk",0.0933946582488716,0.0153998395125382,0.17061825399287,0.0329490762902424,0.141458151005208,1964.92099290041,14243.6284937807,31061.8167017629,0,0.948078343039378,0.737771091796458,0.469212282565422,0
93,"Standard Care","Low Risk",0.0870781426411122,0.0191352533362806,0.239948807936162,0.0252191381296143,0.143760001454502,1940.2233688018,10707.7953899603,38543.3057511958,0,0.905769398005214,0.778855450870469,0.457112204306759,0
94,"Standard Care","High Risk",0.0870471066515893,0.0136396603262983,0.215916310809553,0.0242728102020919,0.192375837210566,1863.42377124598,11575.5782891901,31825.2527298277,0,0.917845588503405,0.794133984809741,0.549214786745142,0
95,"Standard Care","Moderate Risk",0.108669291883707,0.01326595665887,0.18747394378297,0.0308727684570476,0.138769922461361,2454.80966220948,12775.0180304235,39493.3584419371,0,0.92595052466495,0.715898514352739,0.504900733858813,0
96,"Preventive Surgery","Moderate Risk",0.0330116013926454,0.0184299360099249,0.0592879641358741,0.0267107977811247,0.138378116395324,8043.32498567823,10772.5193791153,30228.9741803782,0,0.931226792838424,0.710282225464471,0.598246521712281,0
97,"Intensive Monitoring","High Risk",0.0550318020535633,0.0184962596930563,0.127258208114654,0.0302450880408287,0.136211709212512,4361.55557240687,11928.5103386549,35497.1371929382,0,0.939933312579524,0.759175400668755,0.513673241436482,0
98,"Preventive Surgery","High Risk",0.0327200486045331,0.0127457630867139,0.107893843855709,0.0293595618475229,0.196653218287975,8230.01099673972,14014.447172447,28088.0484744724,0,0.941810210875701,0.74186019571498,0.508960944099817,0
99,"Intensive Monitoring","Moderate Risk",0.0774941825773567,0.0119944249955006,0.118270989917219,0.0381990934442729,0.196514264177531,4173.19589284535,15446.555093487,33416.070011611,0,0.939105415134691,0.747205903637223,0.577995132969227,0
100,"Preventive Surgery","Low Risk",0.0455592749430798,0.018529022145085,0.119316088305786,0.0317000418296084,0.188262297268957,8145.14081799959,11663.3818919355,30892.4295637929,0,0.929983485676348,0.706174794095568,0.572808691975661,0
101,"Preventive Surgery","Low Risk",0.0285264827520587,0.0160197725635953,0.114696754289325,0.0251698999339715,0.133357268199325,8107.28287529724,12886.9210832228,35696.2967896777,0,0.930289203010034,0.769620979158208,0.461402701190673,0
102,"Standard Care","Moderate Risk",0.0827266544196755,0.0159059377387166,0.243522066669539,0.0209397697728127,0.121023318972439,1765.54876598365,12998.397504316,30851.6050955489,0,0.934129449469037,0.744994173431769,0.467359883675817,0
103,"Standard Care","Low Risk",0.118215472986922,0.0183294343948364,0.246651996881701,0.0250580329587683,0.190394290592521,1822.62891930642,12348.3292820924,38664.3035636798,0,0.933128435711842,0.769861713028513,0.458223606424872,0
104,"Preventive Surgery","Moderate Risk",0.0379267192655243,0.0120779584045522,0.106632608494256,0.0372024944983423,0.158428380563855,8574.40921034044,12806.8177911505,37243.9678973852,0,0.940781114459969,0.749995787302032,0.496868749265559,0
105,"Standard Care","Moderate Risk",0.114932748423889,0.0102609327994287,0.211662370734848,0.0368160186940804,0.165459586810321,1719.85780205019,8426.50093538012,35829.6712471049,0,0.919376283453312,0.786886993097141,0.527792704501189,0
106,"Preventive Surgery","Moderate Risk",0.0407098726998083,0.0144046411360614,0.0971790794888511,0.0365004789596424,0.15643767632544,8566.63618684252,12693.9828979236,36910.9160047193,0,0.926156691322103,0.768961245403625,0.554889792110771,0
107,"Standard Care","High Risk",0.112607105839998,0.0162719422928058,0.246091367816553,0.0255114410398528,0.120265051070601,2300.56783061997,13883.4546601033,37667.3084432732,0,0.911105585086625,0.716686984966509,0.450938850897364,0
108,"Standard Care","Moderate Risk",0.118052676292136,0.0167467453354038,0.221507482416928,0.0205590033577755,0.136394319869578,2286.4779193136,10956.4483956392,41190.1852244162,0,0.947480840014759,0.765135192871094,0.599061993614305,0
109,"Standard Care","High Risk",0.113511022683233,0.0162478811875917,0.203292463766411,0.0388517923327163,0.157689534723759,1913.09152212894,13396.8956171381,29285.4083718971,0,0.936066581716295,0.734314598189667,0.526870274520479,0
110,"Standard Care","High Risk",0.0899311229214072,0.0168779090396129,0.221312512503937,0.0369607369741425,0.140601929984987,1935.85371408201,12099.1016394205,26559.1265917799,0,0.942262066854164,0.736884106788784,0.587501012370922,0
111,"Intensive Monitoring","Low Risk",0.077660563683603,0.0183948237053119,0.117050571274012,0.0360252071311697,0.12983617881313,4078.96255379878,8765.27338359101,31041.5499000552,0,0.906137329968624,0.772298414260149,0.526036243443377,0
112,"Standard Care","Low Risk",0.112517374716699,0.0144900950975716,0.197888979874551,0.0253639829112217,0.120827953517437,1669.96964195913,9295.88605486719,35055.3062140579,0,0.908838065259624,0.741363986721262,0.526103756111115,0
113,"Standard Care","Moderate Risk",0.08848897382617,0.0103243280272,0.156161955092102,0.0325655676284805,0.189415637161583,1969.14227556057,10742.0200962545,39460.8512833043,0,0.906269103067461,0.781572942202911,0.516728670406155,0
114,"Intensive Monitoring","Moderate Risk",0.0770976709760725,0.0170673805172555,0.151722008865327,0.0298653786117211,0.133680022601038,3745.37268323384,11057.8311972425,35405.3417705292,0,0.946065283333883,0.757575078960508,0.533875982277095,0
115,"Intensive Monitoring","Low Risk",0.0752261409373023,0.0103356966958381,0.138851950243115,0.0355508145829663,0.165011954326183,3935.89795463954,8591.35257505885,35256.5862450811,0,0.93351420458639,0.730978604243137,0.555933045828715,0
116,"Intensive Monitoring","Low Risk",0.0628833372564986,0.0153330008150078,0.106626348719001,0.021856748862192,0.174624216854572,3863.65746055773,9126.44859832091,25916.9224899648,0,0.929449033900164,0.731548958551139,0.564220363064669,0
117,"Standard Care","High Risk",0.0800117293000221,0.0155598663305864,0.222477313037962,0.0216474742535502,0.16976933432743,2200.20684280574,15273.0047229478,31832.6675642672,0,0.924295388453174,0.786776777473278,0.470790877053514,0
118,"Intensive Monitoring","Low Risk",0.0620475865551271,0.0180767508037388,0.168569100555032,0.033236813833937,0.199563507810235,4225.81446343198,14411.1721765223,34695.9459678188,0,0.903479276853614,0.709844199521467,0.56792739147786,0
119,"Intensive Monitoring","Moderate Risk",0.0639091945299879,0.0146925538405776,0.13153974654153,0.0243773491075262,0.185695406720042,3306.93041121168,12666.6783330649,33590.3590234802,0,0.948624604870565,0.7278679613024,0.518256399908569,0
120,"Preventive Surgery","Moderate Risk",0.0447898870939389,0.019986911911983,0.0824625783693045,0.0377121627237648,0.184193928558379,7187.75038317956,12383.6626249318,43369.3585979183,0,0.914698310021777,0.791131428186782,0.574931006727274,0
121,"Standard Care","Low Risk",0.09877505405806,0.0137449091672897,0.196767749707215,0.0399235510639846,0.164368501435965,2107.01324966726,11386.2328318616,28333.037902113,0,0.916735197789967,0.771251763729379,0.531775375467259,0
