"scenario_id","screening_strategy","screening_method","target_population","sensitivity","specificity","positive_predictive_value","negative_predictive_value","disease_prevalence","prob_early_detection","prob_cure_early","prob_cure_late","cost_screening_test","cost_diagnostic_workup","cost_treatment_early","cost_treatment_late","cost_false_positive","utility_healthy","utility_early_disease","utility_late_disease","utility_cured","utility_false_positive_anxiety","life_years_gained","quality_adjusted_life_years"
11,"Biennial Screening","Method A","General Population",0.925094938708935,0.836490786825307,0.469214227888733,0.994873115241528,0.0031876441212371,0.610553215350956,0.935693565558176,0.430806843657047,208.576726646525,1876.4453947898,26056.414467715,82747.3800589583,2064.29202352112,0.973344673588872,0.821300764102489,0.586913901288062,0.915851500700228,0.932103507709689,4.41859514644055,4.04022297701839
12,"Biennial Screening","Method C","General Population",0.842019049322698,0.803208029270172,0.42612818069756,0.973858970867004,0.00116331296786666,0.602009359910153,0.906569549115375,0.368403027975,1293.19162262222,1966.26897771851,30919.8078005627,64127.6093998343,1614.94079246142,0.956125435011927,0.855510922288522,0.578935307729989,0.900209271151107,0.889887107210234,8.52668645816505,2.57166167733055
13,"Annual Screening","Method B","Genetic Risk",0.936789466638584,0.812569372411817,0.375309658702463,0.970841500521405,0.124646501615644,0.618764542881399,0.870482959866058,0.496749571920373,519.763155162736,1695.3068164861,17016.7569740443,91616.6307216101,1416.93468183746,0.953128710680176,0.897226384142414,0.461450058594346,0.934831486910116,0.91182774733752,6.15628176417034,2.33819713457302
14,"Biennial Screening","Method C","High Risk",0.805628955352586,0.85518315450754,0.412408624682575,0.997281074383995,0.031493678027764,0.895749121019617,0.877255438861903,0.30702405537013,757.893570288102,2482.31685571042,31022.3320320694,69579.7902295446,1850.69214731595,0.967195712344255,0.881162366946228,0.51261181216687,0.941640759981237,0.878062023664825,4.33795044872004,5.30902436637798
15,"No Screening","Method C","High Risk",0.842809284094255,0.85358738636598,0.334201705642045,0.985446353481617,0.0403206666186452,0.600952108902857,0.915481013490353,0.406505744438618,946.32734178821,2214.95034916716,27966.3310977285,92413.9998313705,1031.67798219283,0.996065569366328,0.852874840423465,0.446827646624297,0.934021375910379,0.902857303759083,7.95912960041702,4.47466903757888
16,"Annual Screening","Method B","General Population",0.765459973004181,0.803385776286013,0.375650388002396,0.970564548324794,0.00359176299534738,0.780527101038024,0.946250900125597,0.316880005551502,467.101610729115,2267.66898272766,34955.5810841578,61939.2817754901,1084.91934706386,0.996603124111425,0.87527082010638,0.583965606009588,0.944752599543426,0.946428721677512,5.56951385084086,4.47482208348321
17,"No Screening","Method B","Genetic Risk",0.715367248677649,0.919901896291412,0.111833542771637,0.969222066061571,0.135656846652273,0.607550118374638,0.912192021601368,0.348089205753058,595.207150305025,2068.80700453332,27995.3852035006,64459.8367612493,1970.49393459221,0.970680555829313,0.83211989949923,0.445776216965169,0.905401038203854,0.900072056706995,3.45233385228899,0.735412934955995
18,"Risk-Based Screening","Method A","High Risk",0.79400081099011,0.943878939007409,0.292517628148198,0.987223746947478,0.0372082284092903,0.841419874853454,0.819265237578657,0.293130772653967,189.736999249971,2083.07818254754,19727.0145259377,76253.6464022837,1464.51342953521,0.987890564359259,0.899377022357658,0.543393661826849,0.940199903270695,0.919195215334184,3.21751434865973,0.852576855666766
19,"Biennial Screening","Method B","Genetic Risk",0.908091251086444,0.868842794173397,0.264788830839098,0.977301481036236,0.134356968814973,0.831974724191241,0.82269628837239,0.400609674933367,423.595657052681,2051.6428216724,15886.9680754531,89151.0688606575,1804.24391134751,0.971859916846734,0.874633538094349,0.407588748680428,0.933661481423769,0.858688958967105,5.36273686862564,4.40678761185125
20,"Biennial Screening","Method C","Genetic Risk",0.70148026435636,0.878371349493973,0.285589710157365,0.987197997508105,0.0791987982112914,0.869221476442181,0.826486147451215,0.241971361101605,961.638105558657,2488.11652284647,21349.9154600949,87724.9925498786,1496.42761675151,0.97529078987427,0.882705723308027,0.467620710795745,0.942469754256308,0.882292489497922,6.7391019982834,7.05519955975094
21,"Risk-Based Screening","Method B","High Risk",0.747565585293341,0.917169572631829,0.305316602438688,0.9628312204869,0.0263122696056962,0.831086235539988,0.895957661175635,0.259830127446912,323.43788507982,1844.62343190609,24929.9225907817,71904.953755416,1797.361763685,0.965363466239069,0.898379213642329,0.5457185305655,0.919918047753163,0.931566645670682,6.26753096675938,3.94903370304075
22,"Annual Screening","Method B","High Risk",0.80662645829143,0.934238506695256,0.260934070497751,0.972984515981283,0.0371073102578521,0.618310583056882,0.919063491327688,0.398297286871821,521.51835335689,1565.77420369108,19451.4518431516,65377.3367572214,2270.77100042478,0.990832007396966,0.860921798576601,0.488192527415231,0.928006570902653,0.891131193051115,6.29398568614838,4.93112422302032
23,"Annual Screening","Method C","High Risk",0.911687960952986,0.843575840806589,0.37952877767384,0.958719844432082,0.0400511334743351,0.686712126480415,0.903390158468392,0.292531454004347,634.445056423193,2244.98948068275,18831.9810351096,90270.9616261147,1872.80571757521,0.975520433753263,0.8356581695145,0.458672132249922,0.911840180691797,0.912377005396411,3.08479642086078,4.32782234914312
24,"Biennial Screening","Method C","Genetic Risk",0.715736285655294,0.916831844421104,0.299677226040512,0.992879067624221,0.124723679351155,0.658385230670683,0.862044585752301,0.427740831417032,936.697435132848,2326.25813916682,29659.2079012636,78559.6640365173,1168.98151472704,0.955015009560157,0.894169135205448,0.439106895960867,0.905231839278713,0.939580080099404,6.07393862906946,1.7932707574219
25,"Annual Screening","Method A","Genetic Risk",0.939292074576952,0.920036255391315,0.252302267961204,0.995884182505775,0.137985669635236,0.684128564083949,0.900846033450216,0.391036011255346,243.254469609985,1468.15539938813,26396.0652148393,89026.8594084518,1367.88077877367,0.971814089501277,0.86862771473825,0.540841420553625,0.920551099581644,0.918075484340079,6.60499572990136,5.84956058083089
26,"Risk-Based Screening","Method A","General Population",0.729052197060082,0.837166823651642,0.214850023575127,0.961444995425176,0.00497957685217261,0.77419039348606,0.81944304673234,0.351262104511261,120.280463387042,2343.76311732483,25311.8664723826,109587.012425801,1257.78753681374,0.967342779238243,0.823708036378957,0.404404765181243,0.931002830225043,0.878936377121136,1.74942150666835,5.92251842032914
27,"Biennial Screening","Method A","General Population",0.857512922713067,0.921692850668915,0.288573328219354,0.993743636345258,0.00299231530725956,0.711348760686815,0.811719369597267,0.280629702750593,134.840567192612,1835.0557566635,22237.76516375,82102.3902503451,1264.60582771568,0.961161566537339,0.874954793252982,0.409333058865741,0.930127679300494,0.91202753065154,8.87422772818905,6.57125536803258
28,"Biennial Screening","Method C","High Risk",0.893426738958806,0.963372605945915,0.256181995850056,0.983361752444645,0.0124658549483866,0.662117045349441,0.91955118450569,0.21807925531175,619.61797490641,1924.56087400312,28038.2766725144,100781.876715976,1782.27822136474,0.98727418531198,0.872370271314867,0.504574163630605,0.911980786570348,0.879516725055873,6.29891660126129,1.87338493535458
29,"Biennial Screening","Method A","General Population",0.880713184177875,0.881128460285254,0.350791511684656,0.984577872511465,0.00289890364464372,0.849119620677084,0.854636693815701,0.291526556503959,218.638998429211,2242.20074694758,38078.8838392647,62573.866490256,1594.96795590384,0.953587708377745,0.84474858797621,0.462696252157912,0.945110264979303,0.904337372235022,5.83668449560115,2.75130094844071
30,"Annual Screening","Method A","General Population",0.753207284014206,0.945756992842071,0.187967945169657,0.981694752541138,0.00233214336913079,0.643839548528194,0.807324781036004,0.362942207441665,243.145112623489,1986.84680973789,9594.55919656393,79138.2113902698,1962.32415065695,0.989043319784105,0.86533608851023,0.445810873666778,0.930780795775354,0.92520883413963,4.43730243737235,7.49627020533703
31,"Annual Screening","Method B","High Risk",0.819686300808098,0.908577396636829,0.199450844619423,0.950610847880831,0.0495763593818992,0.810208243201487,0.801586261764169,0.245882828952745,623.753168475706,2614.89376547743,23193.0610211525,76264.4689369547,1802.30124582217,0.989928665466141,0.891135083069094,0.517987825442106,0.90304806123022,0.924501816160046,4.06461100507293,1.23368534225446
32,"Biennial Screening","Method A","High Risk",0.718466762616299,0.966404300341383,0.380742172244936,0.976946068073157,0.0145384367462248,0.608528360933997,0.936554952478036,0.386464778380468,189.563810690426,2413.60354585811,28329.0333280254,57137.568352152,1339.56705289432,0.992799114994705,0.81121463146992,0.487733721826226,0.926426626113243,0.904816248035058,2.96896782425835,3.34843031025477
33,"No Screening","Method B","High Risk",0.777638043090701,0.908847359549254,0.327461137343198,0.964019553075312,0.0213745121285319,0.78694473314099,0.908507197967265,0.432578607695177,731.262658194155,1423.12446646746,24743.5811741586,86953.8655148714,1639.76570658954,0.993093273520935,0.856338704563677,0.438972798082978,0.909029363794252,0.931480314256623,4.29276803706415,5.06124156663582
34,"Annual Screening","Method A","Genetic Risk",0.740463712182827,0.922606073645875,0.31559838661924,0.972922711565392,0.0747089637792669,0.666548868804239,0.828588264156133,0.410938190878369,155.969315198455,2112.09317378696,26863.8629070794,62185.6891041272,1952.5936982249,0.976613688678481,0.882597398199141,0.580187238985673,0.922630735067651,0.926319042197429,5.52231812272731,4.43570437736227
35,"Biennial Screening","Method C","Genetic Risk",0.747085437807254,0.91918142829556,0.309994356334209,0.955134998036083,0.0832147602108307,0.698880932712928,0.897344130219426,0.444875629316084,863.756980675175,2079.34280083817,18385.8394967511,87410.9631782743,1543.64064876551,0.983130172453821,0.81478067880962,0.567916100006551,0.901888052932918,0.850860318052582,3.63754856685831,4.44071748657637
36,"No Screening","Method A","Genetic Risk",0.923236773861572,0.930613943734206,0.435139533318579,0.987396391085815,0.151240857131779,0.703207911201753,0.879234994191211,0.234932422381826,192.844577886107,1766.36203845705,23525.257621775,68096.7157512212,1387.14186343903,0.951150575501379,0.816621540207416,0.417529320530593,0.926859611400869,0.90358488408383,4.03605158013706,2.75625452999447
37,"Biennial Screening","Method C","High Risk",0.813343022123445,0.964610463930294,0.13245299635455,0.986273298392771,0.046247369479388,0.696717518940568,0.928312178771011,0.45452246547211,1170.18135369395,2829.6651423931,17116.3814742396,71745.8952921525,1180.29149712436,0.991157296835445,0.877723787887953,0.402391531830654,0.915179258934222,0.922892951732501,2.28437290535133,5.25531019807618
38,"Annual Screening","Method C","High Risk",0.801039067376405,0.861366848000325,0.41153202066198,0.97496046508546,0.0214818158280104,0.656728233187459,0.900036475399975,0.217879278608598,1111.11306717925,1015.81649153665,24166.3916188706,74325.2478162107,1789.12833820415,0.979844654421322,0.826599250012077,0.574657754274085,0.928781354892999,0.93928855471313,3.32008700356006,1.82167143668765
39,"Biennial Screening","Method B","High Risk",0.929407212231308,0.956074677356519,0.221979817282408,0.985200345391408,0.0189028573501855,0.622857220214792,0.876115153788123,0.423530667740852,512.258790104225,1639.92194003329,23910.6929536777,58051.9304268905,1869.75153882155,0.952823600370903,0.881410037307069,0.47727575590834,0.939883772726171,0.937564298487268,6.80463066553915,3.17931517883836
40,"Annual Screening","Method B","General Population",0.898238250624854,0.873291842075996,0.432763789966703,0.987820138645824,0.00123087339382619,0.882237320928834,0.802041237580124,0.367048522271216,552.820947086472,2345.92537287552,26006.2128625621,95697.4536843011,1452.85420102456,0.965651523706038,0.88528536525555,0.591408951766789,0.926437056809664,0.88499908677768,1.35199700231339,3.6633368966646
41,"Annual Screening","Method A","Genetic Risk",0.889604479761329,0.976576421163045,0.264626065455377,0.962948145188624,0.133092768059578,0.600270771095529,0.869146591343451,0.461058979993686,135.31820078619,1534.03763984849,29816.6396234228,72427.2477609941,1630.08516459772,0.961954503913876,0.867298530926928,0.517722385609522,0.941922427073587,0.883536047395319,5.00074413789902,2.66103628632903
42,"Biennial Screening","Method C","General Population",0.701295351656154,0.811983649586327,0.278737289272249,0.968522478904342,0.00219969961605966,0.629854839085601,0.945921287999954,0.253835184243508,1267.15364390136,1485.32003513536,20854.820002239,93405.8231410886,1693.81727761797,0.985100307955872,0.837439147336409,0.443679158203304,0.903506112471223,0.932198223331943,3.95467338280341,5.32518568319702
43,"No Screening","Method C","General Population",0.804711763677187,0.976949040764011,0.264276127517223,0.991725098455558,0.00326114148274064,0.762949784542434,0.861095563485287,0.496533735189587,838.230824983119,1623.17422659218,32717.1032603798,77260.5467577588,1200.65934359922,0.978218512167223,0.872230992140248,0.424535894487053,0.944898855895735,0.930305720260367,5.05065993339757,3.95323445093728
44,"Risk-Based Screening","Method B","General Population",0.840211447956972,0.88500073296018,0.206737548019737,0.983781393339857,0.00419403916131705,0.823719756840728,0.885606396046933,0.252614376810379,393.629475608694,1835.48500574308,33966.2037859017,77410.4890465564,1977.10096648655,0.956914317246992,0.822293518856168,0.56893280162476,0.908847106888425,0.89118628075812,6.99863088738705,5.12182448643236
45,"Risk-Based Screening","Method C","General Population",0.737745897716377,0.874931747014634,0.142394852638245,0.98957542102132,0.00422965481784195,0.61363285984844,0.822773542278446,0.33327172412537,840.465045800098,1699.47830169958,20076.5124251785,62905.1201023914,1067.16888418858,0.96968499586219,0.885887108580209,0.446007265849039,0.936404829740059,0.944034702912904,4.35202011662056,4.21071515754145
46,"Biennial Screening","Method A","General Population",0.702493951527867,0.821795258717611,0.452757398970425,0.955813948689029,0.00383728549536318,0.779284909623675,0.874395599088166,0.249528000317514,218.738068483398,2158.01303804076,20626.7683446532,88278.1607187766,1629.49570452031,0.958893745474052,0.877231578878127,0.410384964803234,0.913491198676638,0.862661062693223,4.49161218221941,3.39279243205838
47,"Annual Screening","Method A","Genetic Risk",0.792898189614061,0.897917463425547,0.413029356021434,0.958776580292731,0.116135933541227,0.675615003425628,0.856742351071443,0.318286009738222,201.102436293733,1339.00792570347,23298.0228875482,80839.5693449494,1669.71909953852,0.961965099629015,0.860369779309258,0.429816591460258,0.938010101160034,0.94236660413444,4.2224926282033,5.20208897608293
48,"Annual Screening","Method C","General Population",0.856081221415661,0.883961851927452,0.316087052598596,0.983040393736912,0.00438956845644861,0.715768027422018,0.872219868807588,0.214215902728029,1096.17699914883,2805.84256004575,23120.9845946731,73053.8854363437,1631.17335619899,0.963152206805535,0.829355946998112,0.578968744538724,0.904980278888252,0.858002353040501,3.85482015943469,7.03371815862686
49,"Biennial Screening","Method C","Genetic Risk",0.747776974446606,0.82798237986397,0.452219838276505,0.973485323456116,0.176954545779154,0.738950635213405,0.820543894323055,0.279118878603913,1079.6399167199,2158.20945413131,31906.3286214282,91809.3586878309,1532.65433802995,0.957112992147449,0.843702672561631,0.513026898587123,0.905798009119462,0.857131953421049,6.18868411896781,5.1264062688135
50,"No Screening","Method C","Genetic Risk",0.823936569492798,0.942546317530796,0.180719693284482,0.983750814277679,0.104301673127338,0.67369324543979,0.843417009001132,0.300657710945234,693.428171959096,2017.05874732017,33180.3212360839,85657.4110800961,1528.4656607056,0.99831073981477,0.897257244307548,0.532542278757319,0.930069856462069,0.851096060220152,4.91210992785531,5.34014143720958
51,"Biennial Screening","Method A","General Population",0.889041180536151,0.807178300432861,0.273674247134477,0.973319683382055,0.00464012416638434,0.798876714496873,0.94920415931847,0.494942784798332,216.393583760834,1499.90741825399,29334.0407727593,80942.6552390848,1275.66353487448,0.970741308445577,0.802489710622467,0.550720271328464,0.914582384913228,0.850235120370053,4.30882444750268,3.9640248246885
52,"No Screening","Method B","High Risk",0.704247645207215,0.936410108692944,0.323749905545265,0.957925022180425,0.0107519002258778,0.748711911728606,0.806199379079044,0.285393784078769,417.221587745289,2294.87228788846,18671.1954974568,80280.9351565352,1396.46716343954,0.966493384272326,0.823281532805413,0.511251676781103,0.923477927572094,0.921917937323451,4.66415741110457,5.85825920748027
53,"Risk-Based Screening","Method B","Genetic Risk",0.722580537304748,0.952994058923796,0.147133414447308,0.964911329838214,0.0831378078786656,0.787899422482587,0.871267444815021,0.391066264407709,492.759342680619,2013.2376002465,24430.2234877923,97016.8316418268,1444.75383740519,0.97494409250794,0.872670728829689,0.436767968116328,0.944996848877054,0.905193559150211,5.00128360128716,4.21647437963882
54,"Annual Screening","Method C","General Population",0.935286516370252,0.948421522704884,0.392740092240274,0.966724400344538,0.00466612059809268,0.617801148723811,0.87260113133816,0.264353373856284,1114.78675076847,1830.6640596105,22478.2634585607,78374.9729948429,790.904364543027,0.971351447934285,0.82222189551685,0.475944141112268,0.930714496888686,0.93829973146785,7.6955767802016,4.54766698844095
55,"Annual Screening","Method A","Genetic Risk",0.841739590966608,0.916494178236462,0.384351748414338,0.961648946957197,0.159866803186014,0.692434555012733,0.839848865650129,0.231684649898671,175.580135557605,1950.47840953642,37273.0527570598,110363.278043075,1591.1276715649,0.9553355972399,0.82641703246627,0.579560801433399,0.912736998149194,0.919697240227833,2.20863718487081,4.37740362327465
56,"No Screening","Method C","General Population",0.782237559312489,0.897820908091962,0.452706905175,0.973437219293555,0.00371837707515806,0.831947120209225,0.879731855809223,0.321926753572188,817.267613421332,1744.7498163923,25609.1623707313,86950.35916934,1577.16564148603,0.95500822942704,0.813832811196335,0.56759478803724,0.92538700531004,0.909427238954231,5.26919841738993,3.25061838441894
57,"Risk-Based Screening","Method C","General Population",0.918467779748607,0.979923930750228,0.38231361201033,0.982050439723767,0.00280718697234988,0.679275466524996,0.877417190070264,0.378101358632557,1168.65562898217,1479.37967080976,31066.3953140707,76719.4782506786,1313.90723397306,0.987788245698903,0.858179213246331,0.428777513280511,0.93399269671645,0.917839034972712,3.44705408565077,4.97366926879771
58,"No Screening","Method A","High Risk",0.723669186746702,0.895871601123363,0.314597868919373,0.96180946827773,0.0300213411729783,0.853627166803926,0.90795984659344,0.373767955554649,220.078992077907,2161.47720505284,20105.2261653605,96703.9239764509,1873.05881976593,0.97475217115134,0.812871663738042,0.532503999676555,0.908121030591428,0.872759214788675,5.19258296574962,1.7602316169946
59,"Annual Screening","Method A","High Risk",0.878719808638561,0.894323996696621,0.160533747728914,0.994270436778199,0.0311954815033823,0.836657254141755,0.94631202822784,0.312643251963891,145.909855563182,2692.23632416369,32680.4496181218,58195.5738231202,1078.32150942255,0.964878404163755,0.828647766076028,0.549427668144926,0.91485372124007,0.930462678777985,5.42658241267577,3.59799996375259
60,"No Screening","Method A","High Risk",0.873203826881945,0.823904351457022,0.28923708172515,0.954957336145453,0.0174559962097555,0.647509350953624,0.94980898386566,0.409567338577472,223.066787900822,2194.92759527872,30060.0511424186,98597.6237917862,1467.42143757796,0.964897433307487,0.802334492048249,0.570382829662412,0.920206836273428,0.90739842527546,6.86067548795851,2.17229660287554
61,"No Screening","Method B","Genetic Risk",0.798930688865948,0.874825667073019,0.271056739985943,0.981190752055962,0.142673461395316,0.839310802915133,0.920641445962247,0.372305542905815,383.893266706417,1706.58376159699,25571.2391916909,50091.7190296561,1896.67143001275,0.995661419420503,0.808038699370809,0.482480041868985,0.917740886670072,0.857948011555709,4.42454386339521,1.8877417108721
62,"Biennial Screening","Method C","Genetic Risk",0.728455148509238,0.962220379705541,0.463911576475948,0.984546076562954,0.192056189500727,0.670300271641463,0.842146296135616,0.47071526653599,660.11488723271,1153.74642396086,27270.3099928922,94393.2728510193,1828.18517970502,0.971484422963113,0.802727057156153,0.591457618447021,0.903789278061595,0.944862394034862,3.45476020473056,4.4927177705096
63,"Risk-Based Screening","Method A","High Risk",0.912347590597346,0.941972075188532,0.352165315765887,0.98988652259903,0.0406520587950945,0.651634454238229,0.949868356762454,0.27699394559022,189.517718091038,2360.9744815356,19784.3406965381,99403.7061329859,2297.65653807675,0.957875172025524,0.800941060786136,0.532775203650817,0.908944376197178,0.880637855827808,7.16273868542221,1.86931528259101
64,"Annual Screening","Method B","General Population",0.880417371040676,0.895318835857324,0.189121148083359,0.9609879869367,0.00168077365774661,0.768466647109017,0.807243888091762,0.421871512406506,505.038819528141,1508.54183361345,22095.4834954433,54877.7590573889,1779.62450486811,0.961949081032071,0.871352791064419,0.573714786721393,0.932147129194345,0.949868560745381,2.16316376181112,3.88869280546003
65,"No Screening","Method B","General Population",0.945868719415739,0.810671384022571,0.140727324131876,0.95852674059011,0.0045700206561014,0.652046831930056,0.818932885932736,0.335149694979191,525.583626471343,2100.53509640871,24299.5823810068,74856.7801567711,1500.12880613883,0.974227630335372,0.853158818837255,0.442197325732559,0.919760635972489,0.928223219700158,9.48796771787649,3.56592861483958
66,"Annual Screening","Method C","Genetic Risk",0.893742125411518,0.959989421721548,0.315168578736484,0.983356420439668,0.0919886858668178,0.880991820339113,0.870246995321941,0.345406345953234,1152.30615785414,2168.43363838491,29421.3649268178,64577.4259444906,1206.14478772402,0.971210513659753,0.881202143221162,0.493865661416203,0.90842974956613,0.927926959912293,2.08105078662227,1.73256337638224
67,"Annual Screening","Method C","High Risk",0.824191880400758,0.836859292043373,0.28849428826943,0.958410541573074,0.0415564347058535,0.739280232600868,0.89538379200967,0.45168516470585,927.669910966285,2157.50449738609,28412.5063776417,80351.1201867031,1980.07291987607,0.997015421267133,0.88896698509343,0.552446617186069,0.927770094422158,0.870526629057713,6.90090248792441,1.39574250964771
68,"Annual Screening","Method B","General Population",0.899374195595738,0.902686785315163,0.305542747210711,0.954654641023837,0.00252900232933462,0.846569643379189,0.900879169837572,0.405345067870803,395.308308680135,2229.62824146731,26604.5010608631,69088.5671107965,1182.32382346477,0.993814076238777,0.899018269055523,0.461781903682277,0.910796315828338,0.856374291912653,8.25285085021113,4.7076872552348
69,"No Screening","Method C","General Population",0.74911129217362,0.95486861880403,0.118445521499962,0.982333159087459,0.00321380634512752,0.881901756324805,0.855614771461114,0.22411850860808,712.490911734539,2275.41167241805,19143.9664504148,72445.7940838794,1485.72143043019,0.971433919400442,0.849316898244433,0.543489294825122,0.929693564190529,0.935957201360725,1.31003708968894,4.60975094781297
70,"No Screening","Method C","High Risk",0.896252930210903,0.87996080991812,0.479193922039121,0.995828274836997,0.0346939524076879,0.701458440651186,0.906808688025922,0.26174721873831,624.717063224874,1553.60317702456,22259.4247616311,66221.792356324,1572.12444920541,0.977382198302075,0.876814700686373,0.439970424678177,0.90983999070013,0.89158348578494,1.69661153120769,3.42854443230178
71,"No Screening","Method C","High Risk",0.7902781332843,0.907539840741083,0.279128511156887,0.959087843497517,0.0357440114207566,0.76263503220398,0.888643626158591,0.22589673215989,906.771463073895,1475.20191421866,19693.7654002603,95076.0190211194,1500.83769285103,0.986347307160031,0.883473518211395,0.541492607584223,0.930200504278764,0.914886154420674,7.69847004415752,3.04481589673427
72,"Annual Screening","Method A","Genetic Risk",0.775159861240536,0.954310133894905,0.296396848373115,0.968113896589028,0.122870686952956,0.769482131721452,0.838195020984858,0.281871132110246,196.81332522511,1222.29003049067,23000.1502709684,92207.9212309929,1543.92803630199,0.990751798846759,0.863944552862085,0.495788413845003,0.913184963737149,0.938807353610173,3.65048457306635,1.8020386086484
73,"Biennial Screening","Method B","High Risk",0.918459331081249,0.912927750647068,0.25236222371459,0.977683538884856,0.0491614943835884,0.675779798906296,0.905069006071426,0.329029714106582,643.068637272239,1935.0092936321,18293.2481659115,87715.6970655133,1629.85376725861,0.957276911963709,0.896754251001403,0.529624332720414,0.924418142274953,0.948420839104801,5.61529599585357,2.58374112436404
74,"Annual Screening","Method B","High Risk",0.737457324215211,0.854678399483673,0.467135700583458,0.990158617244335,0.0237017067335546,0.890741194342263,0.829241822939366,0.43404276825022,352.315675103016,2410.88875118721,19372.9882131202,83030.1306294607,1540.42935329453,0.980791998712812,0.802373354276642,0.449958996241912,0.921726669115014,0.853446008521132,13.6561825477058,1.72123029853353
75,"Risk-Based Screening","Method A","Genetic Risk",0.937525962176733,0.898070021858439,0.310029866266996,0.95711960544344,0.149975940980949,0.639189800200984,0.912424526794348,0.234418158605695,171.532522499944,2418.2254490496,23578.5023755819,85421.7592646734,1344.68722684656,0.988464627799112,0.821327920001932,0.426204169308767,0.92280633514747,0.9098400026327,4.6960780878166,6.08101074473446
