"case_id","entropy","contrast","correlation","energy","homogeneity","variance","dissimilarity","asm","idm","sum_average","sum_entropy","difference_variance","difference_entropy","x_coord","y_coord","tissue_type","staining_method"
"MISS_064",2.25703920049432,5.11859886304837,0.241878697264544,0.393470835762198,0.491812387008593,5.08561151638841,3.90532678649225,0.154819298595403,0.491812387008593,2.92859428335971,2.620139006901,3.85620320391168,1.82671897663251,857.931891223416,612.214230699465,"Various","Multiple"
"MISS_065",1.71609298449796,3.79531934056301,0.526775937495383,0.444611833406103,0.661355207707979,3.80090477101159,2.80281284052637,0.197679682404736,0.661355207707979,1.64111544627315,1.48928955642099,2.94227970702433,1.83924202920689,269.893273012713,662.599770585075,"Various","Multiple"
"MISS_066",1.79334623406752,3.5956127329967,0.399247322261934,0.489067559653017,0.511017984809309,3.68917493678399,NA,0.239187077904958,0.511017984809309,2.32043487014493,2.07511712924906,2.45781815238502,1.50720908995632,272.155583603308,488.230111310259,"Various","Multiple"
"MISS_067",1.45655497204641,3.61209096426384,0.47968749907687,0.49364513809125,0.691810951069527,3.10816511264788,NA,0.243685522361129,0.691810951069527,2.13557596931258,1.59571686816882,2.82428570291665,1.65808667621278,717.345966259018,119.610992958769,"Various","Multiple"
"MISS_068",2.00459858555306,4.76317570283367,0.218165050501332,0.419655395134289,0.503780619669904,4.89504410509603,3.43270538926057,0.176110650665316,0.503780619669904,2.73787158941662,2.14661071470893,3.47844320061438,1.31986432550803,993.157722288743,783.098137471825,"Various","Multiple"
"MISS_069",2.71924971758114,6.21595518011252,0.291489245838256,0.263511922647764,0.388916051002298,6.22251476867053,4.60486714557273,0.0694385333775211,0.388916051002298,3.16822456732452,3.0229533770058,4.52077848498197,2.49930784008639,462.205498479307,567.956309067085,"Various","Multiple"
"MISS_070",2.44254630488145,5.82074032373823,0.0664014470093288,NA,0.406016941460636,5.65281219631395,3.8321978460718,0.136703972693033,0.406016941460636,2.48768480152782,2.50399716210625,4.0703846291502,2.36017484376012,902.697042562068,256.63122581318,"Various","Multiple"
"MISS_071",2.54478450827468,6.40040557710877,0.187740664671011,0.289173455430826,0.490908723768102,5.59150391344732,NA,0.0836212873258039,0.490908723768102,2.96631753802416,3.4820418312935,4.1658596276513,2.40150046127859,251.312197186053,897.255840711296,"Various","Multiple"
"MISS_072",2.45916841930642,NA,0.171063322569112,0.267356635643029,0.492013087578145,4.72507532402979,3.73947699518163,0.0714795706223594,0.492013087578145,2.82513617915952,2.78275798758121,2.82743142406643,2.24787948127837,687.547306530178,513.383478391916,"Various","Multiple"
"MISS_073",1.71998709110224,4.30501078933429,0.485795339110803,0.601722454697536,0.586467637420033,3.38390953112687,3.08934651860484,0.362069912487228,0.586467637420033,2.13556909737912,2.05119109053014,2.48018208131061,1.06165514611277,840.682843700051,696.803129045293,"Various","Multiple"
"MISS_074",3.08386830420625,7.58220039947059,0.10276808524581,0.120614131095763,NA,7.16380544553563,5.58494624534481,0.0145477686199859,0.295018746678728,4.06703583915014,3.24586405121354,4.58439647848012,2.80838433217715,647.864348487929,451.124339364469,"Various","Multiple"
"MISS_075",2.92888656723942,6.65939080193956,0.122251674639652,0.225080414404748,0.402326768109984,6.38997910617042,5.01193837321079,0.0506611929486132,0.402326768109984,3.71691691544137,3.23399512834931,4.64795912707292,2.80654968095309,871.120066614822,392.75327580981,"Various","Multiple"
