os,r_version,filename,url
macos,R3.6.3,jjstatsplot-0.0.2.0038.jmo,https://library.jamovi.org/macos/R3.6.3/jjstatsplot-0.0.2.0038.jmo
macos,R3.6.3,jsurvival-0.0.2.0026.jmo,https://library.jamovi.org/macos/R3.6.3/jsurvival-0.0.2.0026.jmo
macos,R3.6.3,meddecide-0.0.1.0005.jmo,https://library.jamovi.org/macos/R3.6.3/meddecide-0.0.1.0005.jmo
macos,R4.0.2,ClinicoPathDescriptives-0.0.2.0025.jmo,https://library.jamovi.org/macos/R4.0.2/ClinicoPathDescriptives-0.0.2.0025.jmo
macos,R4.0.2,ClinicoPathDescriptives-0.0.2.0039.jmo,https://library.jamovi.org/macos/R4.0.2/ClinicoPathDescriptives-0.0.2.0039.jmo
macos,R4.0.2,ClinicoPathDescriptives-0.0.2.0062.jmo,https://library.jamovi.org/macos/R4.0.2/ClinicoPathDescriptives-0.0.2.0062.jmo
macos,R4.0.2,ClinicoPathDescriptives-0.0.2.0084.jmo,https://library.jamovi.org/macos/R4.0.2/ClinicoPathDescriptives-0.0.2.0084.jmo
macos,R4.0.2,jjstatsplot-0.0.2.0038.jmo,https://library.jamovi.org/macos/R4.0.2/jjstatsplot-0.0.2.0038.jmo
macos,R4.0.2,jjstatsplot-0.0.2.0048.jmo,https://library.jamovi.org/macos/R4.0.2/jjstatsplot-0.0.2.0048.jmo
macos,R4.0.2,jjstatsplot-0.0.2.0075.jmo,https://library.jamovi.org/macos/R4.0.2/jjstatsplot-0.0.2.0075.jmo
macos,R4.0.2,jsurvival-0.0.2.0026.jmo,https://library.jamovi.org/macos/R4.0.2/jsurvival-0.0.2.0026.jmo
macos,R4.0.2,jsurvival-0.0.2.0041.jmo,https://library.jamovi.org/macos/R4.0.2/jsurvival-0.0.2.0041.jmo
macos,R4.0.2,jsurvival-0.0.2.0044.jmo,https://library.jamovi.org/macos/R4.0.2/jsurvival-0.0.2.0044.jmo
macos,R4.0.2,meddecide-0.0.1.0005.jmo,https://library.jamovi.org/macos/R4.0.2/meddecide-0.0.1.0005.jmo
macos,R4.0.5,ClinicoPathDescriptives-0.0.2.0062.jmo,https://library.jamovi.org/macos/R4.0.5/ClinicoPathDescriptives-0.0.2.0062.jmo
macos,R4.0.5,ClinicoPathDescriptives-0.0.2.0084.jmo,https://library.jamovi.org/macos/R4.0.5/ClinicoPathDescriptives-0.0.2.0084.jmo
macos,R4.0.5,ClinicoPathDescriptives-0.0.2.05.jmo,https://library.jamovi.org/macos/R4.0.5/ClinicoPathDescriptives-0.0.2.05.jmo
macos,R4.0.5,jjstatsplot-0.0.2.0075.jmo,https://library.jamovi.org/macos/R4.0.5/jjstatsplot-0.0.2.0075.jmo
macos,R4.0.5,jjstatsplot-0.0.2.0095.jmo,https://library.jamovi.org/macos/R4.0.5/jjstatsplot-0.0.2.0095.jmo
macos,R4.0.5,jsurvival-0.0.2.0044.jmo,https://library.jamovi.org/macos/R4.0.5/jsurvival-0.0.2.0044.jmo
macos,R4.0.5,jsurvival-0.0.2.0084.jmo,https://library.jamovi.org/macos/R4.0.5/jsurvival-0.0.2.0084.jmo
macos,R4.0.5,jsurvival-0.0.2.02.jmo,https://library.jamovi.org/macos/R4.0.5/jsurvival-0.0.2.02.jmo
macos,R4.0.5,jsurvival-0.0.2.05.jmo,https://library.jamovi.org/macos/R4.0.5/jsurvival-0.0.2.05.jmo
macos,R4.0.5,meddecide-0.0.1.0005.jmo,https://library.jamovi.org/macos/R4.0.5/meddecide-0.0.1.0005.jmo
macos,R4.0.5,meddecide-0.0.2.02.jmo,https://library.jamovi.org/macos/R4.0.5/meddecide-0.0.2.02.jmo
macos,R4.0.5,meddecide-0.0.2.03.jmo,https://library.jamovi.org/macos/R4.0.5/meddecide-0.0.2.03.jmo
macos,R4.0.5,meddecide-0.0.2.04.jmo,https://library.jamovi.org/macos/R4.0.5/meddecide-0.0.2.04.jmo
macos,R4.0.5,meddecide-0.0.2.07.jmo,https://library.jamovi.org/macos/R4.0.5/meddecide-0.0.2.07.jmo
macos,R4.1.2,ClinicoPathDescriptives-0.0.2.0084.jmo,https://library.jamovi.org/macos/R4.1.2/ClinicoPathDescriptives-0.0.2.0084.jmo
macos,R4.1.2,ClinicoPathDescriptives-0.0.2.03.jmo,https://library.jamovi.org/macos/R4.1.2/ClinicoPathDescriptives-0.0.2.03.jmo
macos,R4.1.2,ClinicoPathDescriptives-0.0.2.05.jmo,https://library.jamovi.org/macos/R4.1.2/ClinicoPathDescriptives-0.0.2.05.jmo
macos,R4.1.2,jjstatsplot-0.0.2.0095.jmo,https://library.jamovi.org/macos/R4.1.2/jjstatsplot-0.0.2.0095.jmo
macos,R4.1.2,jjstatsplot-0.0.2.02.jmo,https://library.jamovi.org/macos/R4.1.2/jjstatsplot-0.0.2.02.jmo
macos,R4.1.2,jsurvival-0.0.2.0084.jmo,https://library.jamovi.org/macos/R4.1.2/jsurvival-0.0.2.0084.jmo
macos,R4.1.2,jsurvival-0.0.2.02.jmo,https://library.jamovi.org/macos/R4.1.2/jsurvival-0.0.2.02.jmo
macos,R4.1.2,jsurvival-0.0.2.05.jmo,https://library.jamovi.org/macos/R4.1.2/jsurvival-0.0.2.05.jmo
macos,R4.1.2,meddecide-0.0.1.0005.jmo,https://library.jamovi.org/macos/R4.1.2/meddecide-0.0.1.0005.jmo
macos,R4.1.2,meddecide-0.0.2.02.jmo,https://library.jamovi.org/macos/R4.1.2/meddecide-0.0.2.02.jmo
macos,R4.1.2,meddecide-0.0.2.03.jmo,https://library.jamovi.org/macos/R4.1.2/meddecide-0.0.2.03.jmo
macos,R4.1.2,meddecide-0.0.2.04.jmo,https://library.jamovi.org/macos/R4.1.2/meddecide-0.0.2.04.jmo
macos,R4.1.2,meddecide-0.0.2.07.jmo,https://library.jamovi.org/macos/R4.1.2/meddecide-0.0.2.07.jmo
macos,R4.1.2,meddecide-0.0.2.08.jmo,https://library.jamovi.org/macos/R4.1.2/meddecide-0.0.2.08.jmo
macos,R4.1.3,ClinicoPathDescriptives-0.0.2.05.jmo,https://library.jamovi.org/macos/R4.1.3/ClinicoPathDescriptives-0.0.2.05.jmo
macos,R4.1.3,ClinicoPathDescriptives-0.0.2.07.jmo,https://library.jamovi.org/macos/R4.1.3/ClinicoPathDescriptives-0.0.2.07.jmo
macos,R4.1.3,ClinicoPathDescriptives-0.0.2.08.jmo,https://library.jamovi.org/macos/R4.1.3/ClinicoPathDescriptives-0.0.2.08.jmo
macos,R4.1.3,ClinicoPathDescriptives-0.0.2.26.jmo,https://library.jamovi.org/macos/R4.1.3/ClinicoPathDescriptives-0.0.2.26.jmo
macos,R4.1.3,jjstatsplot-0.0.2.02.jmo,https://library.jamovi.org/macos/R4.1.3/jjstatsplot-0.0.2.02.jmo
macos,R4.1.3,jjstatsplot-0.0.2.05.jmo,https://library.jamovi.org/macos/R4.1.3/jjstatsplot-0.0.2.05.jmo
macos,R4.1.3,jjstatsplot-0.0.2.26.jmo,https://library.jamovi.org/macos/R4.1.3/jjstatsplot-0.0.2.26.jmo
macos,R4.1.3,jsurvival-0.0.2.05.jmo,https://library.jamovi.org/macos/R4.1.3/jsurvival-0.0.2.05.jmo
macos,R4.1.3,jsurvival-0.0.2.07.jmo,https://library.jamovi.org/macos/R4.1.3/jsurvival-0.0.2.07.jmo
macos,R4.1.3,jsurvival-0.0.2.14.jmo,https://library.jamovi.org/macos/R4.1.3/jsurvival-0.0.2.14.jmo
macos,R4.1.3,jsurvival-0.0.2.17.jmo,https://library.jamovi.org/macos/R4.1.3/jsurvival-0.0.2.17.jmo
macos,R4.1.3,jsurvival-0.0.2.26.jmo,https://library.jamovi.org/macos/R4.1.3/jsurvival-0.0.2.26.jmo
macos,R4.1.3,meddecide-0.0.2.08.jmo,https://library.jamovi.org/macos/R4.1.3/meddecide-0.0.2.08.jmo
macos,R4.1.3,meddecide-0.0.2.10.jmo,https://library.jamovi.org/macos/R4.1.3/meddecide-0.0.2.10.jmo
macos,R4.1.3,meddecide-0.0.2.11.jmo,https://library.jamovi.org/macos/R4.1.3/meddecide-0.0.2.11.jmo
macos,R4.3.2-arm64,ClinicoPathDescriptives-0.0.2.26.jmo,https://library.jamovi.org/macos/R4.3.2-arm64/ClinicoPathDescriptives-0.0.2.26.jmo
macos,R4.3.2-arm64,jjstatsplot-0.0.2.26.jmo,https://library.jamovi.org/macos/R4.3.2-arm64/jjstatsplot-0.0.2.26.jmo
macos,R4.3.2-arm64,jsurvival-0.0.2.26.jmo,https://library.jamovi.org/macos/R4.3.2-arm64/jsurvival-0.0.2.26.jmo
macos,R4.3.2-arm64,meddecide-0.0.2.11.jmo,https://library.jamovi.org/macos/R4.3.2-arm64/meddecide-0.0.2.11.jmo
macos,R4.3.2-x64,ClinicoPathDescriptives-0.0.2.26.jmo,https://library.jamovi.org/macos/R4.3.2-x64/ClinicoPathDescriptives-0.0.2.26.jmo
macos,R4.3.2-x64,jjstatsplot-0.0.2.26.jmo,https://library.jamovi.org/macos/R4.3.2-x64/jjstatsplot-0.0.2.26.jmo
macos,R4.3.2-x64,jsurvival-0.0.2.26.jmo,https://library.jamovi.org/macos/R4.3.2-x64/jsurvival-0.0.2.26.jmo
macos,R4.3.2-x64,meddecide-0.0.2.11.jmo,https://library.jamovi.org/macos/R4.3.2-x64/meddecide-0.0.2.11.jmo
macos,R4.4.1-arm64,ClinicoPathDescriptives-0.0.2.26.jmo,https://library.jamovi.org/macos/R4.4.1-arm64/ClinicoPathDescriptives-0.0.2.26.jmo
macos,R4.4.1-arm64,ClinicoPathDescriptives-0.0.2.59.jmo,https://library.jamovi.org/macos/R4.4.1-arm64/ClinicoPathDescriptives-0.0.2.59.jmo
macos,R4.4.1-arm64,jjstatsplot-0.0.2.26.jmo,https://library.jamovi.org/macos/R4.4.1-arm64/jjstatsplot-0.0.2.26.jmo
macos,R4.4.1-arm64,jsurvival-0.0.2.26.jmo,https://library.jamovi.org/macos/R4.4.1-arm64/jsurvival-0.0.2.26.jmo
macos,R4.4.1-arm64,jsurvival-0.0.2.48.jmo,https://library.jamovi.org/macos/R4.4.1-arm64/jsurvival-0.0.2.48.jmo
macos,R4.4.1-arm64,jsurvival-0.0.2.59.jmo,https://library.jamovi.org/macos/R4.4.1-arm64/jsurvival-0.0.2.59.jmo
macos,R4.4.1-arm64,jsurvival-0.0.2.82.jmo,https://library.jamovi.org/macos/R4.4.1-arm64/jsurvival-0.0.2.82.jmo
macos,R4.4.1-arm64,meddecide-0.0.2.11.jmo,https://library.jamovi.org/macos/R4.4.1-arm64/meddecide-0.0.2.11.jmo
macos,R4.4.1-x64,ClinicoPathDescriptives-0.0.2.26.jmo,https://library.jamovi.org/macos/R4.4.1-x64/ClinicoPathDescriptives-0.0.2.26.jmo
macos,R4.4.1-x64,ClinicoPathDescriptives-0.0.2.59.jmo,https://library.jamovi.org/macos/R4.4.1-x64/ClinicoPathDescriptives-0.0.2.59.jmo
macos,R4.4.1-x64,jjstatsplot-0.0.2.26.jmo,https://library.jamovi.org/macos/R4.4.1-x64/jjstatsplot-0.0.2.26.jmo
macos,R4.4.1-x64,jsurvival-0.0.2.26.jmo,https://library.jamovi.org/macos/R4.4.1-x64/jsurvival-0.0.2.26.jmo
macos,R4.4.1-x64,jsurvival-0.0.2.48.jmo,https://library.jamovi.org/macos/R4.4.1-x64/jsurvival-0.0.2.48.jmo
macos,R4.4.1-x64,jsurvival-0.0.2.59.jmo,https://library.jamovi.org/macos/R4.4.1-x64/jsurvival-0.0.2.59.jmo
macos,R4.4.1-x64,jsurvival-0.0.2.82.jmo,https://library.jamovi.org/macos/R4.4.1-x64/jsurvival-0.0.2.82.jmo
macos,R4.4.1-x64,meddecide-0.0.2.11.jmo,https://library.jamovi.org/macos/R4.4.1-x64/meddecide-0.0.2.11.jmo
macos,R4.5.0-arm64,ClinicoPathDescriptives-0.0.2.59.jmo,https://library.jamovi.org/macos/R4.5.0-arm64/ClinicoPathDescriptives-0.0.2.59.jmo
macos,R4.5.0-arm64,ClinicoPathDescriptives-0.0.3.90.jmo,https://library.jamovi.org/macos/R4.5.0-arm64/ClinicoPathDescriptives-0.0.3.90.jmo
macos,R4.5.0-arm64,ClinicoPathDescriptives-0.0.3.98.jmo,https://library.jamovi.org/macos/R4.5.0-arm64/ClinicoPathDescriptives-0.0.3.98.jmo
macos,R4.5.0-arm64,jjstatsplot-0.0.2.26.jmo,https://library.jamovi.org/macos/R4.5.0-arm64/jjstatsplot-0.0.2.26.jmo
macos,R4.5.0-arm64,jjstatsplot-0.0.3.90.jmo,https://library.jamovi.org/macos/R4.5.0-arm64/jjstatsplot-0.0.3.90.jmo
macos,R4.5.0-arm64,jjstatsplot-0.0.31.jmo,https://library.jamovi.org/macos/R4.5.0-arm64/jjstatsplot-0.0.31.jmo
macos,R4.5.0-arm64,jsurvival-0.0.2.82.jmo,https://library.jamovi.org/macos/R4.5.0-arm64/jsurvival-0.0.2.82.jmo
macos,R4.5.0-arm64,jsurvival-0.0.3.90.jmo,https://library.jamovi.org/macos/R4.5.0-arm64/jsurvival-0.0.3.90.jmo
macos,R4.5.0-arm64,meddecide-0.0.2.11.jmo,https://library.jamovi.org/macos/R4.5.0-arm64/meddecide-0.0.2.11.jmo
macos,R4.5.0-arm64,meddecide-0.0.3.90.jmo,https://library.jamovi.org/macos/R4.5.0-arm64/meddecide-0.0.3.90.jmo
macos,R4.5.0-x64,ClinicoPathDescriptives-0.0.2.59.jmo,https://library.jamovi.org/macos/R4.5.0-x64/ClinicoPathDescriptives-0.0.2.59.jmo
macos,R4.5.0-x64,ClinicoPathDescriptives-0.0.3.90.jmo,https://library.jamovi.org/macos/R4.5.0-x64/ClinicoPathDescriptives-0.0.3.90.jmo
macos,R4.5.0-x64,ClinicoPathDescriptives-0.0.3.98.jmo,https://library.jamovi.org/macos/R4.5.0-x64/ClinicoPathDescriptives-0.0.3.98.jmo
macos,R4.5.0-x64,jjstatsplot-0.0.2.26.jmo,https://library.jamovi.org/macos/R4.5.0-x64/jjstatsplot-0.0.2.26.jmo
macos,R4.5.0-x64,jjstatsplot-0.0.3.90.jmo,https://library.jamovi.org/macos/R4.5.0-x64/jjstatsplot-0.0.3.90.jmo
macos,R4.5.0-x64,jjstatsplot-0.0.31.jmo,https://library.jamovi.org/macos/R4.5.0-x64/jjstatsplot-0.0.31.jmo
macos,R4.5.0-x64,jsurvival-0.0.2.82.jmo,https://library.jamovi.org/macos/R4.5.0-x64/jsurvival-0.0.2.82.jmo
macos,R4.5.0-x64,jsurvival-0.0.3.90.jmo,https://library.jamovi.org/macos/R4.5.0-x64/jsurvival-0.0.3.90.jmo
macos,R4.5.0-x64,meddecide-0.0.2.11.jmo,https://library.jamovi.org/macos/R4.5.0-x64/meddecide-0.0.2.11.jmo
macos,R4.5.0-x64,meddecide-0.0.3.90.jmo,https://library.jamovi.org/macos/R4.5.0-x64/meddecide-0.0.3.90.jmo
win64,R3.6.1,ClinicoPath-0.0.1.jmo,https://library.jamovi.org/win64/R3.6.1/ClinicoPath-0.0.1.jmo
win64,R3.6.3,ClinicoPath-0.0.1.jmo,https://library.jamovi.org/win64/R3.6.3/ClinicoPath-0.0.1.jmo
win64,R3.6.3,ClinicoPath-0.0.2.jmo,https://library.jamovi.org/win64/R3.6.3/ClinicoPath-0.0.2.jmo
win64,R3.6.3,ClinicoPathDescriptives-0.0.2.0019.jmo,https://library.jamovi.org/win64/R3.6.3/ClinicoPathDescriptives-0.0.2.0019.jmo
win64,R3.6.3,ClinicoPathDescriptives-0.0.2.0025.jmo,https://library.jamovi.org/win64/R3.6.3/ClinicoPathDescriptives-0.0.2.0025.jmo
win64,R3.6.3,ClinicoPathDescriptives-0.0.2.0039.jmo,https://library.jamovi.org/win64/R3.6.3/ClinicoPathDescriptives-0.0.2.0039.jmo
win64,R3.6.3,jjstatsplot-0.0.1.0001.jmo,https://library.jamovi.org/win64/R3.6.3/jjstatsplot-0.0.1.0001.jmo
win64,R3.6.3,jjstatsplot-0.0.2.0038.jmo,https://library.jamovi.org/win64/R3.6.3/jjstatsplot-0.0.2.0038.jmo
win64,R3.6.3,jsurvival-0.0.2.0026.jmo,https://library.jamovi.org/win64/R3.6.3/jsurvival-0.0.2.0026.jmo
win64,R3.6.3,jsurvival-0.0.2.0041.jmo,https://library.jamovi.org/win64/R3.6.3/jsurvival-0.0.2.0041.jmo
win64,R3.6.3,meddecide-0.0.1.0005.jmo,https://library.jamovi.org/win64/R3.6.3/meddecide-0.0.1.0005.jmo
win64,R4.0.2,ClinicoPathDescriptives-0.0.2.0039.jmo,https://library.jamovi.org/win64/R4.0.2/ClinicoPathDescriptives-0.0.2.0039.jmo
win64,R4.0.2,ClinicoPathDescriptives-0.0.2.0062.jmo,https://library.jamovi.org/win64/R4.0.2/ClinicoPathDescriptives-0.0.2.0062.jmo
win64,R4.0.2,ClinicoPathDescriptives-0.0.2.0084.jmo,https://library.jamovi.org/win64/R4.0.2/ClinicoPathDescriptives-0.0.2.0084.jmo
win64,R4.0.2,jjstatsplot-0.0.2.0038.jmo,https://library.jamovi.org/win64/R4.0.2/jjstatsplot-0.0.2.0038.jmo
win64,R4.0.2,jjstatsplot-0.0.2.0048.jmo,https://library.jamovi.org/win64/R4.0.2/jjstatsplot-0.0.2.0048.jmo
win64,R4.0.2,jjstatsplot-0.0.2.0075.jmo,https://library.jamovi.org/win64/R4.0.2/jjstatsplot-0.0.2.0075.jmo
win64,R4.0.2,jsurvival-0.0.2.0041.jmo,https://library.jamovi.org/win64/R4.0.2/jsurvival-0.0.2.0041.jmo
win64,R4.0.2,jsurvival-0.0.2.0044.jmo,https://library.jamovi.org/win64/R4.0.2/jsurvival-0.0.2.0044.jmo
win64,R4.0.2,meddecide-0.0.1.0005.jmo,https://library.jamovi.org/win64/R4.0.2/meddecide-0.0.1.0005.jmo
win64,R4.0.5,ClinicoPathDescriptives-0.0.2.0062.jmo,https://library.jamovi.org/win64/R4.0.5/ClinicoPathDescriptives-0.0.2.0062.jmo
win64,R4.0.5,ClinicoPathDescriptives-0.0.2.0084.jmo,https://library.jamovi.org/win64/R4.0.5/ClinicoPathDescriptives-0.0.2.0084.jmo
win64,R4.0.5,ClinicoPathDescriptives-0.0.2.05.jmo,https://library.jamovi.org/win64/R4.0.5/ClinicoPathDescriptives-0.0.2.05.jmo
win64,R4.0.5,jjstatsplot-0.0.2.0075.jmo,https://library.jamovi.org/win64/R4.0.5/jjstatsplot-0.0.2.0075.jmo
win64,R4.0.5,jjstatsplot-0.0.2.0095.jmo,https://library.jamovi.org/win64/R4.0.5/jjstatsplot-0.0.2.0095.jmo
win64,R4.0.5,jsurvival-0.0.2.0044.jmo,https://library.jamovi.org/win64/R4.0.5/jsurvival-0.0.2.0044.jmo
win64,R4.0.5,jsurvival-0.0.2.0084.jmo,https://library.jamovi.org/win64/R4.0.5/jsurvival-0.0.2.0084.jmo
win64,R4.0.5,jsurvival-0.0.2.02.jmo,https://library.jamovi.org/win64/R4.0.5/jsurvival-0.0.2.02.jmo
win64,R4.0.5,jsurvival-0.0.2.05.jmo,https://library.jamovi.org/win64/R4.0.5/jsurvival-0.0.2.05.jmo
win64,R4.0.5,meddecide-0.0.1.0005.jmo,https://library.jamovi.org/win64/R4.0.5/meddecide-0.0.1.0005.jmo
win64,R4.0.5,meddecide-0.0.2.02.jmo,https://library.jamovi.org/win64/R4.0.5/meddecide-0.0.2.02.jmo
win64,R4.0.5,meddecide-0.0.2.03.jmo,https://library.jamovi.org/win64/R4.0.5/meddecide-0.0.2.03.jmo
win64,R4.0.5,meddecide-0.0.2.04.jmo,https://library.jamovi.org/win64/R4.0.5/meddecide-0.0.2.04.jmo
win64,R4.0.5,meddecide-0.0.2.07.jmo,https://library.jamovi.org/win64/R4.0.5/meddecide-0.0.2.07.jmo
win64,R4.1.2,ClinicoPathDescriptives-0.0.2.0084.jmo,https://library.jamovi.org/win64/R4.1.2/ClinicoPathDescriptives-0.0.2.0084.jmo
win64,R4.1.2,ClinicoPathDescriptives-0.0.2.03.jmo,https://library.jamovi.org/win64/R4.1.2/ClinicoPathDescriptives-0.0.2.03.jmo
win64,R4.1.2,ClinicoPathDescriptives-0.0.2.05.jmo,https://library.jamovi.org/win64/R4.1.2/ClinicoPathDescriptives-0.0.2.05.jmo
win64,R4.1.2,jjstatsplot-0.0.2.02.jmo,https://library.jamovi.org/win64/R4.1.2/jjstatsplot-0.0.2.02.jmo
win64,R4.1.2,jsurvival-0.0.2.0084.jmo,https://library.jamovi.org/win64/R4.1.2/jsurvival-0.0.2.0084.jmo
