"subject_id","var_a","var_b","var_c","var_d","var_e","var_f","var_g","group"
25,30.6243517548067,49.5781029023772,40.791781452121,56.630309724652,37.2206111049606,59.014432710969,66.3681093009639,"Group2"
26,53.5271264376756,53.4947692266297,61.8587538041618,43.3317926448891,48.3117099664503,36.7972050890129,50.9333980036815,"Group2"
27,43.4451530508437,39.8969544381494,53.4756943356031,52.3026014898345,16.4498254183456,65.5678305094748,54.8049417422536,"Group1"
28,46.5325931088035,60.7304691359639,51.2204985319346,56.6806060577701,58.3111881340357,33.0756594787813,33.3286684848966,"Group1"
29,55.3177609451568,55.3696311072787,53.3483461769412,59.51609301663,52.0819153304049,76.1419902860655,74.3564054174621,"Group3"
30,76.0350968392432,78.1250245816356,55.1592856396925,44.7753960012749,71.0184419760718,47.2897083974885,27.8442954685536,"Group3"
31,55.9122101173651,43.4558665833725,56.514654698639,54.1923332322532,NA,26.6253134548246,26.6488512858475,"Group3"
32,43.9452179649914,45.2431104449337,35.0268180102906,35.731288756718,67.6793930363558,52.0776963318071,56.1289536780422,"Group2"
33,46.0718504718536,53.382396790099,33.4539652708464,38.2376034163808,34.5076197371523,34.5954264927787,40.8083409428286,"Group2"
34,50.2981495191687,49.5325178061422,47.0513736211908,49.3642405532966,44.173430344593,72.6207685923026,61.7124038385898,"Group2"
35,35.6077193179696,30.4742987796294,23.6255520796445,19.3140924045352,51.0013629353109,26.2068993349844,40.2839540808086,"Group1"
36,76.4810558787355,70.499165416428,71.6395212166257,72.9488801964567,41.8473128132998,26.8195462300675,14.9311181976458,"Group1"
37,57.2075990070823,47.3209160000614,67.587767163701,58.728039885309,34.9733947747832,36.3755739918841,25.7648531913851,"Group3"
38,12.5368903811115,18.2762192603465,15.8744731497759,24.1820359797418,42.7474479409918,58.5302270917385,68.014551797309,"Group2"
39,91.9885926891521,87.1506154370886,92.6473364850302,72.0057530205248,55.3931844940792,33.4839398222551,17.0920024268498,"Group2"
40,56.6173034114798,58.563311252464,53.9811332751498,55.6360138006952,90.4409588233801,53.484432578821,48.1996407704913,"Group3"
41,52.3773561450795,50.7420947547109,47.4557496315728,34.125628456968,36.2106604304795,43.2776853265447,37.4657260367728,"Group3"
42,59.7082630998537,59.2357444443686,66.5683128720747,40.7555640868945,71.1736128441243,26.874510498695,26.8998807243764,"Group2"
43,57.8945846569437,52.2201670533117,48.2478057420252,35.4045788309416,53.7732411431886,48.4044861439783,41.8211763221854,"Group2"
44,47.8350545105564,45.5479724636969,45.4294375834884,39.749580586362,NA,48.1003050453761,56.5412205375648,"Group2"
45,48.3888123311198,48.5393192263752,71.5684698504683,58.3249100163922,47.23176702823,71.3162690545246,70.4346281602003,"Group1"
46,40.4850214119615,30.7590985721115,38.717076035143,47.3819385074384,32.7525244645284,56.5560930323489,66.4018688377803,"Group1"
47,30.2029853048341,32.6482554398083,25.0311660147801,33.7556158421733,75.9889674301822,78.2887368081465,82.2148889932361,"Group3"
48,42.9724454795917,51.0944311514612,66.5203597599603,56.1912311445807,63.8956617958477,56.4671061115847,43.7973411472872,"Group1"
49,50.2068799211146,52.55779465839,46.899736852604,33.4292360556576,37.6405043368924,51.1415500055168,37.8182510464441,"Group3"
50,55.328958870062,52.052619869539,50.808654036244,73.9069903486314,53.123850240754,44.8808600756104,41.1391858246592,"Group2"
51,48.6837424735625,42.5300936317948,40.3814494929413,12.8553897181298,53.1066101098827,33.5537045060535,44.3783262989252,"Group3"
52,7.57424323956959,11.8407843595197,10.8606672701885,28.550864871532,49.3425178032155,72.7171550045882,84.0108985732407,"Group3"
53,56.5029563007983,53.9448192619054,54.4665614110036,44.1828010005034,46.3876929488654,67.2626553454479,53.1092371747761,"Group2"
54,43.1583563853092,36.7115100694543,46.6479710805979,68.7644931067286,43.8694299380573,8.55581936923318,15.4009279288941,"Group1"
55,50.9653224322914,50.76491281077,48.1959559380002,28.2189000326454,79.9373682888604,48.515538938257,55.6456044413677,"Group3"
56,56.8111569687729,57.7051864875787,52.2704049207256,66.1008371392053,56.4000328572014,36.2590223391236,37.0061061314747,"Group3"
57,63.4864098688899,60.6149773773956,55.35076146923,54.9535136336069,59.2144674547009,41.1161002732003,48.8387912815969,"Group3"
58,32.8675703061373,22.3279469923009,37.5987905127522,31.3325722089654,64.9210067001731,49.5415821070896,59.4874848447237,"Group3"
59,27.4599619072314,34.5663544799593,37.9632717286048,40.5862850901967,35.2557734708325,42.803935115814,53.2157807943809,"Group2"
60,15.153986757046,18.8864205055872,32.1455428485488,46.2440533059976,34.9818140853205,77.4856721357446,93.0592565372672,"Group2"
61,85.4371640521419,86.0722314772036,62.6628706237178,50.7816857316632,40.4567200004686,56.4919287614935,42.938477716619,"Group3"
62,35.7245023878148,38.5558199933101,62.7629691416444,60.454171935468,NA,70.08169258787,68.8329650414177,"Group1"
63,51.2078130469347,41.1377232692966,49.6371041277598,46.3540907631946,60.6908112446512,14.5603959869916,21.4829460077444,"Group1"
64,76.6194084546714,75.7621714816621,77.332457700174,NA,53.3969045669408,57.796004326261,45.6205358889176,"Group1"
65,60.30159720289,59.4000988865186,37.3643503838349,30.6537530153455,78.9086694138063,53.3487950344777,54.0610348244804,"Group2"
66,52.122893648238,60.4201542356159,32.0610695195628,50.5857150420701,45.0297737854395,51.7038904124145,45.7542340192537,"Group2"
67,41.0497866274705,43.5123471413724,42.8090463056737,52.1269718386946,60.72265068797,52.869751834976,62.6680652531627,"Group2"
68,49.0840488820009,54.2583734630204,46.2375703157633,43.8152581879943,47.4472780331711,42.6752275892375,33.2111252574045,"Group2"
69,38.7288975582212,43.5353815144505,52.7292229880386,32.7858968737261,42.5364244084246,56.7729357318477,59.4877236821356,"Group2"
70,53.4234134505128,59.1058331667507,54.8085714274877,24.5762412384585,62.1657120146195,23.6378340941745,33.686769008996,"Group1"
71,56.5873457258164,62.9148479445279,36.7538307387696,37.4160515878972,44.2681836041024,43.5743697430535,38.3201500029132,"Group1"
72,78.122217936841,68.8202661758091,60.1706149103016,62.7796663425809,52.8086624168248,58.2961627014262,65.9520810097585,"Group2"
73,23.7674470580107,25.2211234095918,12.1420853471827,32.226022115602,28.8508504653472,67.8049203255753,76.7621494526323,"Group2"
74,17.6415327740171,19.9738690210057,33.5854805678997,37.3421221792107,38.9625842782202,56.934061548858,74.531286983585,"Group3"
75,74.7811442160535,69.5757602986908,53.173459203445,42.8477572678535,48.3617562372884,46.6853720785822,48.4283158799514,"Group2"
76,55.364339661922,44.3554208303762,33.9363755512094,36.0431484285061,50.7900701251671,60.6895883268059,52.0264873803811,"Group2"
77,48.4989369368532,46.4985803574382,45.2300555318011,59.0631135217829,44.0527125273125,50.4648595923739,40.7687437561527,"Group1"
78,25.429366446172,36.6386586507797,51.9248705466088,50.6766123649401,39.2721953910983,59.1168431712954,47.2029088566635,"Group3"
79,50.2083196030913,57.1612435389172,57.8928403563128,49.8223808242607,48.5921904464592,71.954271756663,52.9985890697757,"Group3"
80,72.162561565126,66.7633512322904,56.5970176064855,63.9354187374777,99.3679175391249,56.3080438294462,45.3333042561108,"Group3"
81,57.4907262580591,51.6162030596689,42.919378961374,56.9417646386888,NA,50.5213577726641,41.0008504300014,"Group3"
82,75.0671435232644,82.5637848281135,65.4850930459237,57.4566340735939,39.8985905890474,50.7168069407816,48.3602168719691,"Group2"
83,67.2644157892908,75.9984200295693,79.8703029249529,56.8146396716475,40.5668705096742,41.0191468797328,29.0937728694113,"Group3"
84,49.2856200485732,40.3516265530518,44.0197496907368,63.7875551066851,59.4427758109682,44.9593770634657,56.7207383981078,"Group1"
85,46.2080940303912,39.1453654647316,37.2832952692039,29.0059107438197,60.4640977612619,52.3211556860929,53.6330564306225,"Group2"
86,51.5479076026969,47.5023654423041,54.887381502373,41.4271158093337,16.6273158019197,57.8947299753554,62.0668290784586,"Group3"
87,55.4033814701414,45.1020829678431,39.2294725864401,29.0944825301401,32.9789112781163,67.1610346601468,64.2981869471794,"Group3"
88,47.2675314474013,42.6582831875205,42.2912436219287,69.4122418107616,50.85522698816,57.6467550096413,65.8786928240048,"Group1"
89,28.0251485119873,31.0901420270134,32.4563238466445,28.8050858935047,51.0697528061295,40.8399850961258,58.5782450323088,"Group2"
90,80.2842083835472,80.2949852543394,77.5726704880386,64.4944394504392,54.5262664800225,41.2940004371431,28.0521473864242,"Group2"
91,35.6084110117,39.0836062110469,50.1739743595687,38.2658421078207,28.9641095298148,28.1531985162825,44.0121803514993,"Group1"
92,19.4145604517873,15.9291812066619,18.2848721707275,NA,43.9087813527733,58.8232921318155,71.2399557472662,"Group3"
93,45.4133417205885,41.4877962070989,45.4289448954327,44.3751555923365,11.8359633994925,53.9384478134649,57.1691199616442,"Group1"
94,68.1993571180638,65.0624928564609,69.0153961960076,51.1516985800165,63.306522560285,34.6069418788366,30.3844993959655,"Group1"
95,70.7187539034984,72.9325395232686,72.7378282379947,69.6811569335996,61.652672416446,40.2971964861457,27.0061733617289,"Group1"
96,31.5061935273037,28.6011863869316,41.7275799557755,NA,55.4346165209804,52.0074659086001,58.0479763675396,"Group2"
97,39.3054519226945,38.4762569307097,33.3867822529087,37.1695222867993,64.2775415700348,12.659844503584,37.1228931225537,"Group1"
98,38.3588828627272,38.3813191961712,36.6034391708301,52.8906747115314,47.4020609129855,60.9758791724524,69.0366050786749,"Group1"
99,62.8846089159645,58.1728496281044,52.4042301318497,52.5587592173317,46.621135680662,59.320114392204,60.138555180365,"Group3"
100,86.0355010199456,80.9553379300925,84.6102718259008,59.7972777792385,68.6147423621049,65.4925572502032,39.7859330079769,"Group3"
101,41.6886516716241,38.0932466481552,34.5585506953354,22.7025677084312,16.4935759924635,100.315109206783,85.1115601707764,"Group2"
102,64.7948462372023,57.1319205080089,63.1670334364263,42.7605470400896,56.212051789274,41.1277935070432,55.1904636925418,"Group1"
103,46.3336120715941,48.1013634026567,29.6301992050792,-4.64041267951858,10.0108053608967,50.7844651326766,49.8674631736108,"Group2"
104,76.1274002889738,67.9382037098366,37.9281110802895,78.1282393271528,69.5545769535892,37.4853834820521,42.275615831906,"Group1"
105,75.8006933796397,78.4147922768162,62.8230279941569,65.3749803167897,28.459404146382,42.8685733418588,38.343744927287,"Group1"
106,61.0669153346022,62.0233473896527,58.9337077986506,72.0503796999721,55.3873068588659,26.4789432166975,29.5162223281526,"Group1"
107,31.0354122675022,35.3167417263999,35.8840229229029,80.6234124805259,60.0904948131483,61.0690449677883,63.7599188415856,"Group3"
108,55.2057431663681,44.1511409126828,54.8470360158696,36.7662852903919,54.013078929426,36.6081876656947,41.0790080718721,"Group3"
109,34.3637730558925,39.1785300568557,39.6994958458823,31.9304253196914,25.4257892541207,53.1383114449402,48.8832555936859,"Group3"
110,72.2622852017886,70.9969725273064,85.3748383553967,68.1539391289422,66.9369415316021,48.9288326230292,44.6239594144086,"Group2"
111,66.0609226808165,71.9690527323417,72.1129843224242,70.9400091423785,44.7700333951875,62.1381188349806,40.0349779323331,"Group1"
112,52.072783958964,47.5475587056064,58.6503828861016,52.0933608735512,49.1244163817909,62.2858065467903,62.8735677355708,"Group1"
113,32.841459628257,28.9363513275996,23.781436266978,47.3474895755059,54.3710711880141,38.3864876311038,56.1106782544855,"Group1"
114,38.2626532279674,34.9116259622072,56.568572687149,50.3952919192422,75.2093714601023,66.678101315261,69.7963497898824,"Group3"
115,29.2102479233288,30.1725772867043,31.6531738974376,38.8303427509522,16.3433892938638,49.4701994453986,51.9812036659228,"Group3"
116,40.5305511335093,39.4308603171715,46.6808294462419,38.9153771004314,49.8872847910354,68.5736694462885,63.7912585838622,"Group2"
117,44.343192884807,37.1805977633568,23.3999720907755,44.9534150874501,55.4394984385573,43.4536315975583,60.7077938056518,"Group2"
118,52.925952064895,51.9245067620245,46.8446805607642,67.5669538174058,94.465063860838,37.294463627902,46.0336336634765,"Group1"
119,57.1599494730199,63.5377127291885,48.1725773637907,27.1650942268251,45.0785738451462,58.0725644817316,50.4661622162405,"Group1"
120,47.2158278935902,46.3888403541992,78.3477184003177,49.309568377486,35.1167824242061,39.664131188011,43.6853654695984,"Group3"
121,55.3876351956174,67.7570968653079,38.5002019853117,45.1650190829299,70.439376979679,43.3078109169792,30.6583131154913,"Group2"
122,51.8960744830079,46.2811423213698,53.4842017285014,44.9365308589769,28.2993532053795,47.118474815622,49.0748062720452,"Group2"
123,53.9131494143789,61.7958151186501,47.4164679695607,44.0131416498822,67.0637109853516,62.054847893298,50.416171393442,"Group3"
124,50.8223925070088,46.9009116931738,37.3462488971379,38.318177151328,14.2030840949737,60.7319639192968,75.4880534705091,"Group1"
125,70.5373234734945,62.8858668460948,70.610817839128,56.5354352751328,25.6566422684232,64.7171553955058,59.9349679660967,"Group3"
126,74.276988847216,64.9758961166962,78.0708784789208,87.7385040323638,60.281216535312,46.9572847673737,32.1979774517599,"Group1"
127,56.2065954575697,65.5408934213258,39.1501697702754,42.5062673071923,27.7176051965439,32.9981327070458,35.3535462108185,"Group3"
128,37.1535115553514,47.417802762888,34.5985471271233,37.3246662815376,69.394546864017,62.3472031395777,75.9949133818456,"Group2"
129,60.0768904575479,69.7375818317426,31.5056059314671,46.3490910049194,29.263804249628,56.2691522391444,50.3557121665269,"Group2"
130,29.7709975963298,35.9615921687383,44.6556541611676,51.0957737816175,64.7596702456507,57.837652864304,72.4672546800348,"Group1"
131,44.3958228203923,39.6295885935153,55.4174794203552,61.726707546004,49.3516156082929,61.3375995921539,55.8370690817798,"Group3"
132,44.576208281954,43.2934353111723,54.3100260845637,55.1010479800102,52.6444225334397,67.3182026083288,57.9002259943604,"Group2"
133,43.8833180796081,34.9663361754701,44.9226626484374,57.1031964612011,64.8274954171974,63.9084685052089,63.4976296591906,"Group2"
134,55.1919407584005,53.93981460365,48.6883981630695,34.9765350521347,25.1570931054768,58.1922563026842,64.5981675524277,"Group3"
135,49.6961327312159,42.23462185562,57.1080611901118,56.0356053733778,64.2728699873514,25.0014125362156,48.3840704123187,"Group2"
136,55.264817047528,39.8208610636,48.6310111485107,63.0989353111214,41.8062398847375,11.1723523062705,19.4369287400079,"Group3"
137,48.649861107201,45.4402285506328,63.3813115865934,55.5157857801906,35.8843901133761,56.1562846717333,57.0767856802339,"Group2"
138,80.3431416918487,69.6640944173666,68.8274606333512,82.4495773874373,55.9884150439842,41.4619022690236,34.9446131826186,"Group1"
139,28.4831648639508,33.9248508707237,27.8655895236695,26.0627687151529,NA,62.1517036520657,64.0993830356665,"Group1"
140,49.2020991456225,43.8149499275525,61.3244879897055,58.7314517047017,40.3903316938141,43.4263326340023,45.3656574543965,"Group1"
141,46.6317256115471,54.5369555639859,20.8770500264793,29.1675159608436,25.0621336875526,46.0725384235618,60.8335857072658,"Group2"
142,84.238545310736,81.7499845928405,69.3062207163826,73.733339150397,47.6138252717679,41.2505262859539,22.7171097284066,"Group2"
143,43.9651386362824,62.055370694634,38.8173604409889,NA,45.9218282369141,38.7210364017687,30.0540843102413,"Group1"
144,26.198677091474,32.3064919962281,21.7912449994347,30.5382699073063,83.0573195258032,63.4545592519122,69.0477236988303,"Group3"
145,43.5973750274564,47.9540533215593,38.9011037077684,48.3237890219162,55.5755252921274,56.176780227925,54.4492547553014,"Group1"
146,64.6935701901644,63.7410564212616,59.7208346944539,59.5467828849779,66.4572147825303,52.8759733142175,45.1487929474725,"Group2"
147,50.1782979358898,61.9460652702911,48.6068434964427,32.0722569388585,62.5502727984628,64.5052926596511,48.1716338389053,"Group1"
148,55.7964230239656,61.8595821549104,31.052245052255,34.1985728275885,56.7070708387166,72.4557500468513,59.582515786162,"Group1"
149,52.0082141863229,55.5256326924853,51.9439440165429,35.9133921237646,50.0785202476035,82.0264214716379,73.1695997751473,"Group3"
150,63.2151510650571,72.615975912163,56.680732559341,38.2282004409008,54.8343245671764,41.4052349708797,29.4706846497771,"Group2"
