"day","seasonal_value","cyclic_value","month"
214,21.9510733990914,59.9709663305417,8
215,22.2691429596571,66.8626404355128,8
216,22.9466675288043,62.9906585201171,8
217,22.7492835350743,63.3328568669437,8
218,21.0695867477125,66.3199299217338,8
219,24.1080901734276,62.7768444573236,8
220,21.6075742563596,64.446073795953,8
221,21.2799607286177,62.4527993799409,8
222,23.3097832236547,65.2157773826986,8
223,23.2717108692985,60.6447655007255,8
224,19.7515064896955,59.7082786612974,8
225,19.03412328858,58.3643346671352,8
226,19.4666164176071,60.2935905059809,8
227,18.3861708923868,62.9611636808865,8
228,17.0334987206211,55.7944381913228,8
229,21.0736194290833,58.3885796569529,8
230,20.0170797597205,55.2015219822567,8
231,21.4457234175434,53.5291698766822,8
232,20.0090994098551,59.9007832174817,8
233,20.6810529952416,54.9697085581852,8
234,18.7194787821183,61.807147810296,8
235,17.6388510172823,55.3589076443266,8
236,20.9614522926458,60.0552659833189,8
237,20.7722446323512,62.2431503842417,8
238,15.6261352203897,66.28847897482,8
239,20.6904920702182,58.417526118514,8
240,15.2303367741723,62.2292175685944,8
241,18.5257626586754,65.897031792686,8
242,17.6663786187391,62.6286831067846,8
243,18.0379722894033,66.8734866530159,8
244,20.3235458731315,64.6237706199778,9
245,15.4566924714951,63.1801098609038,9
246,17.2713393627324,60.3437679021669,9
247,22.7432599073606,68.8665281941708,9
248,14.5136091929083,66.3468881313526,9
249,16.0498815658447,72.3589148679336,9
250,17.0531051097152,63.4809932929483,9
251,17.3666353376006,64.8002852698984,9
252,15.7310546562009,67.9609231416857,9
253,16.0960054940171,63.9006569903666,9
254,18.6262875974361,65.2037382075685,9
255,15.9259908152757,66.8083514629085,9
256,16.6197007099734,68.290888319839,9
257,16.6844519684818,60.9704781182415,9
258,16.5879333111142,57.4467874028314,9
259,16.5871428121495,55.9804308446878,9
260,15.5394874881499,57.0302746738578,9
261,13.8408362499475,57.0151883044101,9
262,14.9695284639998,54.4943978569593,9
263,12.9870863866381,59.9707695164957,9
264,14.9286021909404,62.716404785776,9
265,13.8739754030365,57.5899771044028,9
266,14.161198350051,56.4632754755902,9
267,12.0279532933155,56.5893825033159,9
268,13.4884796769835,63.6767716206564,9
269,11.7039405830918,62.5050094118408,9
270,12.9011871372745,57.7854357456852,9
271,14.5958225499968,64.218292922652,9
272,13.8527698341658,65.6346683470193,9
273,14.9990590572431,64.0575912272758,9
274,14.0092073559352,63.7517240161002,10
275,13.0887735759971,66.7211690380757,10
276,14.6935699919663,66.4483227876324,10
277,14.9132118126975,66.799468320386,10
278,9.5645699384725,61.9635399053836,10
279,13.9819887213014,68.2572838671272,10
280,13.5887897479467,71.1761957888326,10
281,13.7527586233356,71.2348115089577,10
282,9.88830975315249,73.2619837191552,10
283,16.3617385622451,66.9795531263434,10
284,6.19436234408616,62.0835469666674,10
285,11.2366464229885,65.7570267086559,10
286,11.300310571292,66.5599766152768,10
287,10.6070457590236,67.9758312758635,10
288,12.2457431760308,63.8948342406058,10
289,10.8428817702927,64.9890072989949,10
290,8.88482357049011,61.4873826861867,10
291,13.1084715342458,55.9622125927209,10
292,9.54944931245338,57.0432709075243,10
293,11.208939155553,65.3383481480719,10
294,8.50635593011495,62.056979358073,10
295,7.57293376183967,58.4167114050817,10
296,8.33591821626886,58.9671328464416,10
297,7.29042453418999,59.1489179987945,10
298,10.3284902663067,63.3117366606091,10
299,6.01796224778042,63.1603894625129,10
300,7.02678043713362,62.1746931376661,10
301,8.90159071068668,69.7321555100056,10
302,5.28122722004747,67.1893825143796,10
303,7.56967681464895,70.362421359835,10
304,7.83859106607401,67.7755360273989,10
305,11.011517828718,70.1049731589639,11
306,7.67719252363645,73.15585250855,11
307,7.02061312981356,72.3497814631388,11
308,6.61772830098296,73.1964532055791,11
309,8.7176729426257,64.7253923639339,11
310,7.06552249528311,70.3617401628119,11
311,6.50022219164021,68.6903005415452,11
312,6.91398483970289,66.5883301314329,11
313,9.49157907282844,66.001594191599,11
314,10.3868170846208,71.7668558339886,11
315,5.85727729129578,67.0416038013177,11
316,7.07921485919522,64.3266216848395,11
317,6.28683162003958,66.6333939210533,11
318,10.5494115298916,61.3245834899678,11
319,7.91798600289903,62.65082696226,11
320,3.07949177102084,66.0104599211355,11
321,5.67929202731874,60.2968331600726,11
322,1.87127887908969,58.729921706369,11
323,6.1826482425978,59.5325122877614,11
324,7.6908657195662,58.292328804966,11
325,4.41089871775111,62.6778604541778,11
326,3.55441318955583,63.5678614345989,11
327,8.55317544095187,65.9780909400091,11
328,4.03718201757641,69.7716035995034,11
329,7.70952146118602,69.6261639811574,11
330,6.25231096674441,62.747624617593,11
331,7.51913902356701,73.586885017507,11
332,7.69785068618575,69.0515186781555,11
333,7.91100754618119,68.4289189511432,11
334,8.04446027071132,75.9826311987174,11
335,6.10718722016363,72.366693172351,12
336,5.80671208090646,76.7476530002451,12
337,3.50204326473616,71.6920384544234,12
338,2.94447627224505,69.6793520524288,12
339,4.1178561740862,65.8073903528139,12
340,5.00718576054962,74.7107229644877,12
341,3.2653489238353,68.1014709620847,12
342,6.86771311278163,72.6530040426384,12
343,3.58061544736922,69.543363915228,12
344,5.82144772439335,69.656863288499,12
345,6.85408373837043,71.0499197294601,12
346,2.7245373495727,64.8044924090705,12
347,7.11321945879578,63.931716026068,12
348,0.832077736506358,63.7657987267014,12
349,5.49293625785695,66.9153371899276,12
350,8.0442499744536,61.745515867574,12
351,6.12207882245102,62.2681865756511,12
352,6.83429479562517,65.0163640204261,12
353,3.89404016489359,65.0136264707179,12
354,5.59684478165813,65.3351251172625,12
355,7.21507405950537,63.5670276995868,12
356,2.34920071793833,66.3721146771175,12
357,7.0190340462164,65.7690529474468,12
358,2.20814252140363,63.9678716701625,12
359,4.04324798916567,72.3235949883145,12
360,10.3033346360374,62.4109670809572,12
361,6.09910903787773,71.6261435977279,12
362,4.91898866068807,71.1586862640628,12
363,7.08403693448189,71.1572590798928,12
364,4.66764451870245,70.081524162047,12
365,6.43055321571117,71.7985467014979,12
