"subject_id","group","condition","right_skewed","left_skewed","bimodal","normal","lognormal"
87,"Bimodal","Condition A",30.062214246202,91.4086810592562,84.1211678262894,31.5041235564678,13.5995083060231
88,"Skewed Right","Condition A",4.90164809860289,74.6470700957832,77.8057098828868,68.3577210011021,39.792336725049
89,"Normal","Condition A",6.51594379916787,81.1077828277736,35.4237577856526,45.9548937115577,24.0107224201399
90,"Skewed Right","Condition A",3.74414729335043,61.2980855645652,68.4354253411246,49.9493727762244,16.1645136864868
91,"Skewed Left","Condition A",26.6631847984138,51.5884075711541,73.2793305228644,50.8689439228233,16.7385610505949
92,"Skewed Left","Condition A",6.23780043795705,90.3702801279724,41.4159350249652,36.5403000934207,23.7443946673001
93,"Skewed Right","Condition A",0.626605326294908,92.5794907752424,45.0309764082007,51.9455511819333,7.62937523715092
94,"Normal","Condition A",10.7771523228366,70.6291717307682,72.2995853081639,41.2443287747764,26.7792864820283
95,"Bimodal","Condition A",54.5251325865216,86.2381214275956,71.7044788963797,47.2752375837216,17.0966394428914
96,"Bimodal","Condition A",10.0481056142598,83.8370076539787,34.9996190425678,48.1622543990834,15.9593677550912
97,"Normal","Condition A",7.39327450282872,86.4292552508414,38.5717961179024,52.3687031320014,12.853668466215
98,"Skewed Left","Condition A",31.4781188585798,90.0072487536818,33.9300689928068,84.1674118901376,22.0210487460542
99,"Skewed Right","Condition A",19.0436378841651,94.8863488063216,45.5295243113348,52.0969881632347,9.73219137565896
100,"Skewed Left","Condition B",19.4717504075708,39.6776625547638,72.7094449555696,44.5943834054379,11.7863278165152
101,"Skewed Left","Condition A",1.65631722997792,80.4697808631716,80.5395451492588,67.2695930414898,12.8123476393647
102,"Bimodal","Condition A",4.89005791023374,70.2509925903792,72.2591808301864,76.7399386317983,12.109678736373
103,"Normal","Condition A",18.1067291825058,85.8112264498597,70.0174473359296,96.4742941061238,23.467835101194
104,"Normal","Condition A",9.89086360670626,97.327493972241,78.0267271417988,50.5827579625179,13.782487158038
105,"Skewed Left","Condition B",12.5801488477737,92.0535806414304,63.8027017937693,42.373900951949,30.7029757928616
106,"Normal","Condition B",53.8367478896804,77.9563301317564,34.3649061408494,62.3094526154369,18.7027701791726
107,"Skewed Right","Condition A",37.8312466649299,65.59058547188,29.2675337805886,55.9636309197599,16.5113219361117
108,"Bimodal","Condition B",6.76019088365138,52.6951458453333,67.9729482128222,50.590864034773,10.008348370089
109,"Skewed Left","Condition A",40.5634787289386,78.2448791720924,60.1335738249941,59.9164652178949,18.7336401962484
110,"Skewed Left","Condition B",21.7581841749982,81.4409607098458,66.371522529501,47.2731736900388,23.01189241725
111,"Bimodal","Condition A",6.82001101784408,80.1926614909319,64.8556433822056,65.8433311717517,16.1906125458221
112,"Skewed Left","Condition A",63.4458500113259,47.7305187166428,59.0204687161413,45.9686289869533,16.9459844864482
113,"Skewed Left","Condition A",6.37157385805391,57.2525599251561,38.8865578656618,24.7105328738183,10.6777842085707
114,"Normal","Condition A",2.10421032918372,99.0155721642077,29.908501372589,49.4363097518274,10.5170325109749
115,"Skewed Left","Condition B",6.21452145278454,92.5081008672714,71.0257155621856,59.3584161573306,35.1800445463414
116,"Normal","Condition A",0.0304194074124098,93.2625027348653,40.6525896904901,49.3146929875968,41.0214326952103
117,"Bimodal","Condition B",2.14379698969424,62.87981197406,50.7171996536905,64.7431889440139,31.1260240855227
118,"Skewed Left","Condition B",3.50463767535985,74.6487853125689,69.4487240698247,67.0267071891258,17.3922236348188
119,"Normal","Condition A",7.39118495367593,62.8976050036068,73.7407042231641,42.5202000472365,17.162834194728
120,"Skewed Left","Condition A",5.91935637407005,94.2136945016682,71.5118597004852,54.8431072112259,25.6623948058366
121,"Skewed Right","Condition B",29.7557169554715,97.3433738997888,84.8911273286364,37.6201670319769,17.2288678701421
122,"Bimodal","Condition A",1.73477441072464,98.6761196251687,80.2455710317155,46.247755530372,16.6801402231108
123,"Skewed Left","Condition A",4.78575655259192,72.3934915483949,54.2357180129042,50.126698667103,30.9438604754139
124,"Skewed Right","Condition B",18.7361110179665,98.1710275173034,69.924693745686,67.3015645469112,48.0584361226899
125,"Skewed Left","Condition B",6.85539186932147,70.9360788751114,68.3186058152634,58.5449965641025,26.2320820783261
126,"Normal","Condition A",6.26654422841966,76.400578171855,74.7076806211174,80.4486527331928,24.9272869132962
127,"Bimodal","Condition B",13.7563729844987,85.2647588177766,29.3319942194543,57.3184455759381,16.5136345340903
128,"Skewed Right","Condition A",3.01376068033278,87.8568417578936,60.7940557721153,64.3536259234877,17.8527399572703
129,"Skewed Right","Condition B",4.12530687574583,91.037906371057,38.7555685624652,73.4436707509367,18.3448066644135
130,"Skewed Right","Condition B",2.1680900751888,89.8634204827249,22.4561167138497,43.8036218790108,43.8014937437281
131,"Skewed Right","Condition A",10.7425787020475,75.8520054639337,25.8683490072439,70.0475086709466,30.9608585925297
132,"Bimodal","Condition B",12.525422135368,97.1089690658917,80.5966498103752,63.5907139316189,9.86519468807359
133,"Bimodal","Condition A",43.7364648839242,88.7298420723528,70.2297426827454,52.1782356556779,16.8243029671664
134,"Skewed Right","Condition A",9.43517138269286,44.3255879485715,35.1129565186322,29.4905653549731,10.3837501836915
135,"Skewed Right","Condition B",21.196714452559,80.8802629270611,39.782041996153,58.0390009573629,21.0889014373022
136,"Skewed Right","Condition A",24.7724088086727,92.8079484808796,69.1492366817907,72.9305546595499,63.4069902505201
137,"Skewed Left","Condition B",23.1188985696974,72.2484897466416,29.4368908600911,55.8930238980037,19.4409845187548
138,"Normal","Condition A",21.4628787659766,87.4614739883691,45.8188563390612,54.6337590229456,66.4470311132685
139,"Skewed Left","Condition B",1.63585493043261,96.7696546665171,86.020366775141,68.4205514521804,29.1898559620369
140,"Skewed Right","Condition B",20.9759503780844,81.2122937281074,67.9758011876075,48.6187150321106,24.9540529615058
141,"Skewed Left","Condition A",7.46698488850524,97.4280393868685,57.4009150180985,51.550915648376,29.1508662604979
142,"Skewed Right","Condition A",20.9964753120186,75.2966040194986,47.1821554482952,55.3500102021752,13.4616373821097
143,"Bimodal","Condition B",10.2044813428074,94.2478534951806,30.5150733352511,58.0386532409029,22.8972968718715
144,"Skewed Right","Condition A",9.82618722133338,68.6910744773264,80.6236373584668,35.7112494099329,17.3425201601349
145,"Normal","Condition A",9.78608759120107,80.9776075006483,66.202981833259,61.7581088150045,8.94423148537963
146,"Normal","Condition A",1.61464269318453,96.1938397958875,66.8689070700118,46.547498314992,17.5170443807122
147,"Skewed Left","Condition A",25.5568458317759,90.4483115486801,41.1688506920884,60.5260742032359,30.477090473226
148,"Skewed Right","Condition B",10.635847505182,89.4353094231337,21.2659653004086,55.4485677896466,14.6010090205567
149,"Skewed Left","Condition B",7.15169971808791,94.3802005331963,32.2565460973663,32.7816585033026,4.2801600950255
150,"Skewed Right","Condition B",7.48520621098578,0,37.4521251294133,39.6109967943749,21.7871516614125
